Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
6350	-498793.6	-498770.2	-23.4609	0.0822605	0.0308181	0.0383033	0.0832244	0.041787	0.0485542	0.0347416	0.0686239	0.0843027	0.0550436	0.0938646	0.0636096	0.0442431	0.0567183	0.0511218	0.104808	0.0207832	0.0202584	0.0702231	0.0504711	0.0842886	0.0902883	0.105661	0.00999638	0.0208805	0.0131654	0.037489	0.00883706	0.00634033	0.00202513	0.00688283	0.0176294	0.0530942	0.000892416	0.06083	0.0462614	0.0436823	0.0543158	0.119449	0.0597532	0.0357403	0.0453435	0.0341697	0.0495878	0.0443384	0.0626337	0.0385434	0.0457071	0.0357662	0.0516548	0.0541758	0.0211065	0.0641333	0.0205919	0.0496552	0.0567141	0.054627	0.0722253	0.0572405	0.051374	0.0585307	0.0470743	0.0483087	0.000576912	0.0826176	0.0368044	0.0342714	0.030371	0.0647611	0.087494	0.101791	0.0291215	0.0501925	0.0892707	0.0675171	0.0517225	0.0529851	0.0605248	0.0537489	0.140204	0.106588	0.0497107	0.0710829	0.0663557	0.0563599	0.111966	0.0814777	0.0763056	0.0293171	0.045295	0.0361218	0.00341972	0.0338	0.0358471	0.0351222	0.00164059	0.0116689	0.00181298	0.0184947	0.00851896	0.0288535	0.0148478	0.0100572	0.0114986	0.00713692	0.00977094	0.0148353	0.0131155	0.0108142	0.0113664	0.00853151	0.0162489	0.00785168	0.0432967	0.0320396	0.037381	0.748433	0.0109582	0.0115168	0.0115721	0.00918532	0.00807707	0.00986385	0.00400608	0.0124886	0.0121532	0.00817578	0.0140405	0.00997506	0.016993	0.011025	0.0100454	0.00823147	0.0105183	0.0140117	0.00571641	0.0182042	0.0127463	0.00994554	0.076137	0.0224946	0.0112983	0.0141433	0.037675	0.00568306	0.0124898	0.0134399	0.0251833	0.0257708	0.0160423	0.0218248	0.0126257	0.0165944	0.0179629	0.00536414	0.00950258	0.0599637	0.0108097	0.0225923	0.0103171	0.00804175	0.0203931	0.011753	0.0229858	0.00834097	0.0099979	0.0196254	0.0120402	0.00507361	0.00907584	0.00732656	0.00480605	0.0127551	0.00301609	0.0153167	0.0458561	0.021543	0.0290733	0.018973	0.0261839	0.0222433	0.00595285	0.0189214	0.0308536	0.0107902	0.019238	0.0219647	0.0184529	0.0151341	0.0464531	0.265435	0.275274	0.03409	0.338057	0.0406905	0.346526	0.170225	0.141793	0.341456	7.188816
6360	-498807.2	-498784.1	-23.02474	0.0811888	0.0345575	0.0354763	0.0787201	0.0427743	0.0461404	0.0321673	0.0647548	0.0843027	0.0542366	0.0875044	0.0678995	0.0443489	0.0582236	0.0445549	0.103717	0.0232197	0.0212926	0.0709552	0.0532399	0.0842886	0.0914935	0.105661	0.00881627	0.0183739	0.0141426	0.037489	0.00900704	0.00757643	0.00189452	0.00840031	0.0176294	0.0504312	0.00119891	0.0604792	0.0474883	0.0436823	0.0527516	0.119449	0.0561405	0.0367548	0.0445589	0.0341697	0.0529784	0.0424499	0.0626337	0.0385434	0.0457071	0.0337945	0.053803	0.0541758	0.0211371	0.0636477	0.0200765	0.0501555	0.0567141	0.051274	0.0711197	0.0568682	0.0470682	0.0598746	0.0470743	0.0457735	0.00112063	0.0826176	0.035743	0.0342714	0.0327926	0.0604914	0.087494	0.104983	0.0287899	0.0462479	0.0892707	0.0675171	0.0517225	0.0542973	0.0575182	0.0591899	0.140186	0.107692	0.0497107	0.0673383	0.0615218	0.0535485	0.105	0.0814777	0.0778983	0.0316867	0.0473501	0.0365429	0.00231707	0.0338	0.0372776	0.0363829	0.00242886	0.0104248	0.00111292	0.018484	0.00851896	0.030516	0.0159088	0.0120789	0.0144963	0.00783182	0.00984976	0.0144985	0.0133644	0.0104806	0.0156462	0.00878909	0.0148091	0.00860811	0.0432967	0.0352931	0.03254	0.748433	0.0125949	0.0128208	0.0115871	0.00597382	0.00798902	0.0110368	0.00161598	0.0127816	0.016205	0.00745368	0.014439	0.0085757	0.0167334	0.0108427	0.0101782	0.00846958	0.00806958	0.0164893	0.00444522	0.0188755	0.013047	0.0103792	0.076137	0.0223268	0.0103005	0.0109967	0.0358873	0.00448706	0.0124302	0.0107149	0.0232472	0.0257708	0.0142419	0.0272637	0.0124605	0.015797	0.0193394	0.00556376	0.00905391	0.0580331	0.0122119	0.0223841	0.0107563	0.00795865	0.0181027	0.0101667	0.0207679	0.0115715	0.0151467	0.0183401	0.0105729	0.00332656	0.00774646	0.00756719	0.00452063	0.0131883	0.00299258	0.0112086	0.0501851	0.0213021	0.0304501	0.0232292	0.0195982	0.0212371	0.00573683	0.0179352	0.0292514	0.0104649	0.0245096	0.0190576	0.0176541	0.0141767	0.0464531	0.265435	0.275274	0.03409	0.338057	0.0406905	0.346526	0.170225	0.141793	0.341456	7.145201
6370	-498801.1	-498777.8	-23.28571	0.0793285	0.0345575	0.0354763	0.0836646	0.0437063	0.0463751	0.0356595	0.0647548	0.0890247	0.0542366	0.0875044	0.0671544	0.0484384	0.0582236	0.0445549	0.104992	0.0232197	0.0211577	0.0680507	0.0525281	0.0815752	0.0914935	0.102666	0.00746003	0.0207337	0.0138142	0.0364181	0.00995016	0.00542724	0.00138819	0.00764093	0.0178914	0.0479535	0.000466122	0.0604792	0.0474883	0.0444085	0.0536385	0.115053	0.0581448	0.0367548	0.0437392	0.0333532	0.0529093	0.0424499	0.0632067	0.0385434	0.0476136	0.0388537	0.0529493	0.0555928	0.0238615	0.0644296	0.0213391	0.0501555	0.0569365	0.0441509	0.0752798	0.0589674	0.0497584	0.0583005	0.0450199	0.0464284	0.00139492	0.0906541	0.0417888	0.0342714	0.0312875	0.0624105	0.0903806	0.107132	0.0287899	0.0467316	0.0885085	0.0675171	0.0517225	0.0542973	0.0594144	0.0505472	0.140186	0.107692	0.0488018	0.0698489	0.0681009	0.0535485	0.107348	0.0814777	0.0778983	0.0319595	0.0414832	0.0365429	0.00261978	0.0361366	0.0400648	0.035721	0.00320113	0.0108005	0.0017023	0.0164129	0.00712508	0.0306628	0.0138427	0.0120789	0.0154638	0.00743941	0.0108011	0.0140248	0.0120813	0.00896255	0.0147281	0.00799081	0.0123437	0.00854437	0.0432967	0.0338915	0.0357663	0.758708	0.0127886	0.0129343	0.00832543	0.00852286	0.00726444	0.0121909	0.00281391	0.0131988	0.0112891	0.00802731	0.0151456	0.0103286	0.0168706	0.0128495	0.0104232	0.0071874	0.0103196	0.0163906	0.00491559	0.0159509	0.0144203	0.0102494	0.0741265	0.0196659	0.00974234	0.0121574	0.0308291	0.00505239	0.0125211	0.0109795	0.0214012	0.0253484	0.0138458	0.022707	0.0143793	0.016944	0.016024	0.00693017	0.0104959	0.0580032	0.00932776	0.0223841	0.0108423	0.00949069	0.0181651	0.0101667	0.0225068	0.0101551	0.0113818	0.0175658	0.0113533	0.00560561	0.00965356	0.00848771	0.00418615	0.0136182	0.0021749	0.0130158	0.047101	0.0200258	0.0289524	0.0202582	0.0280102	0.0200791	0.00711315	0.0169177	0.0348405	0.00904797	0.0201205	0.0189539	0.0176541	0.0151416	0.0465447	0.265959	0.275817	0.0321844	0.338724	0.0407708	0.346526	0.170225	0.141793	0.341456	7.171298
6380	-498796.6	-498773.1	-23.53239	0.0766837	0.0306711	0.0354763	0.0764591	0.0457113	0.0463751	0.0356595	0.0647548	0.0779048	0.0542366	0.0875044	0.0671544	0.0487449	0.0575251	0.0445549	0.100733	0.0192993	0.0222275	0.0703398	0.0525281	0.0925831	0.0914935	0.102666	0.00910882	0.0194952	0.0153083	0.0403026	0.00986505	0.00706913	0.00174153	0.00783381	0.0176174	0.050624	0.00102856	0.059238	0.0474883	0.0473868	0.0539632	0.113263	0.0581448	0.035749	0.0471259	0.0343931	0.0528385	0.0451462	0.0603276	0.0407797	0.0462205	0.0355864	0.0529493	0.0555928	0.0233889	0.0654065	0.0213626	0.0492259	0.0553773	0.0542625	0.0773942	0.0545763	0.0497584	0.0583005	0.0479099	0.0478168	0.00133793	0.0908372	0.0375008	0.0374383	0.0326673	0.0651316	0.0867007	0.0981115	0.0287899	0.0483172	0.0854951	0.0675171	0.0517225	0.0542973	0.0634953	0.0505472	0.140186	0.107692	0.0482667	0.0698489	0.0633305	0.0522335	0.115807	0.0814777	0.0812578	0.0325271	0.0465431	0.0365429	0.00291068	0.0401098	0.03904	0.0350495	0.00210667	0.011016	0.00147219	0.0165447	0.00852405	0.034401	0.0151963	0.0111001	0.0155208	0.00941778	0.0108011	0.0163001	0.0121531	0.00906523	0.015721	0.0056332	0.0154438	0.00825725	0.0441888	0.0363498	0.034696	0.758708	0.0108691	0.0103253	0.0107068	0.00640688	0.00964048	0.0102201	0.00348474	0.0138288	0.0134861	0.00934618	0.0146489	0.009539	0.0166869	0.0128495	0.0106094	0.00769375	0.0108431	0.0185146	0.00426523	0.0149073	0.0144315	0.0128175	0.0741265	0.0228371	0.0108619	0.0130467	0.0311792	0.00646739	0.0125211	0.0100734	0.023898	0.0262349	0.0160141	0.0240461	0.013136	0.0161119	0.017503	0.006749	0.00698488	0.0580387	0.0101941	0.0212283	0.0104162	0.00853619	0.0148875	0.012024	0.0232579	0.0085661	0.0113818	0.0188648	0.00869083	0.00626503	0.0102263	0.00802804	0.00577224	0.0116265	0.0032333	0.0118858	0.0454928	0.0202097	0.0303281	0.0201098	0.0260838	0.0172394	0.00561299	0.0180409	0.0332824	0.00812398	0.0224422	0.0189539	0.0171428	0.0142666	0.0478673	0.265903	0.27576	0.0310536	0.338654	0.0407623	0.346526	0.170225	0.141793	0.341456	7.195966
6390	-498794	-498770.3	-23.73578	0.0785606	0.0326512	0.0422	0.0766687	0.0454119	0.0482679	0.0348524	0.0625015	0.0828193	0.0514046	0.0875044	0.0677629	0.0461202	0.0576055	0.0463264	0.100733	0.0233853	0.0222275	0.0746932	0.0525281	0.0848864	0.0887065	0.103143	0.00971103	0.0215085	0.0129931	0.0356208	0.00857378	0.00692195	0.00305879	0.00793564	0.018278	0.0497529	0.000727995	0.0637309	0.0469272	0.0461785	0.0527346	0.11952	0.0618429	0.0391801	0.0469167	0.0335338	0.0502562	0.0429006	0.0603276	0.0407881	0.0450807	0.0382757	0.0529493	0.0555928	0.022932	0.0654065	0.0213626	0.0492259	0.0553773	0.0464401	0.0751349	0.0577118	0.0503305	0.0583005	0.0479099	0.0478168	0.00162505	0.0908372	0.0409753	0.0388846	0.0300062	0.0618127	0.0867007	0.100521	0.0287899	0.0494467	0.0950333	0.0676641	0.0564214	0.0548054	0.0634953	0.053953	0.140186	0.107692	0.0487448	0.0698489	0.0648619	0.0551855	0.115807	0.080521	0.0812578	0.0311397	0.0439496	0.0355734	0.0035113	0.0384951	0.035667	0.0386949	0.00248997	0.0115425	0.0015641	0.0177024	0.00720128	0.034401	0.01667	0.0104245	0.0150743	0.00763677	0.009424	0.0150917	0.0149692	0.00884976	0.0128556	0.00774009	0.0163362	0.00579784	0.0441888	0.0325793	0.0342027	0.742477	0.0108691	0.0123547	0.010066	0.00689286	0.00731949	0.0102201	0.00225037	0.011312	0.0164619	0.00931001	0.0134702	0.0102689	0.0157342	0.0111932	0.0109055	0.00699928	0.0080864	0.0142491	0.00576169	0.0177469	0.017101	0.00912422	0.0741265	0.0243476	0.00988833	0.0104273	0.0310615	0.00646739	0.0125211	0.011007	0.025388	0.0292149	0.014402	0.0246904	0.0135034	0.0150794	0.0181209	0.00632306	0.00775458	0.0608874	0.010769	0.0227762	0.0128093	0.00814939	0.0173308	0.0132124	0.0255631	0.00978881	0.0108852	0.0178831	0.0109693	0.00556474	0.00945324	0.0082335	0.00293069	0.0125497	0.0032026	0.0136905	0.0455263	0.0230488	0.0303281	0.0203794	0.0252433	0.0228155	0.00673562	0.0163035	0.0302456	0.00751416	0.0224422	0.0208192	0.0171428	0.0170372	0.0478586	0.265906	0.275762	0.0310539	0.338657	0.0407627	0.347526	0.169965	0.141576	0.340934	7.216304
6400	-498794.9	-498771.4	-23.4552	0.08256	0.0346176	0.0345997	0.0815186	0.0454119	0.0482679	0.0336728	0.0641302	0.083048	0.0507491	0.0900064	0.0701924	0.0461202	0.0610095	0.0466816	0.100733	0.020138	0.0222275	0.0746932	0.0478507	0.0848864	0.0885618	0.104249	0.0116255	0.0208593	0.0160218	0.0390506	0.00857378	0.00547878	0.00146464	0.00723666	0.0200987	0.0501584	0.000741918	0.0570279	0.0472399	0.0461785	0.0527346	0.120093	0.0562151	0.0399873	0.0435198	0.033622	0.0492413	0.0471332	0.064961	0.0347015	0.0434542	0.0369711	0.0538619	0.0527338	0.0237029	0.0695654	0.0229314	0.0506591	0.0553773	0.0535531	0.0751349	0.0572597	0.0465141	0.0592399	0.0457831	0.0478168	0.000706814	0.0902617	0.0367772	0.0332296	0.0314582	0.0590182	0.0867007	0.100521	0.0300546	0.0494467	0.0852837	0.0676641	0.0536612	0.0548054	0.061233	0.0526892	0.140186	0.107581	0.0487448	0.0698489	0.0679509	0.0551855	0.116704	0.080521	0.0824704	0.028165	0.0432523	0.0355734	0.00240794	0.0384951	0.0387496	0.0386949	0.00165484	0.0107555	0.00182979	0.0176285	0.00890402	0.0315279	0.0144322	0.01183	0.0149831	0.00604097	0.00935797	0.0153121	0.0133563	0.00933506	0.0129884	0.00676702	0.0128493	0.00772553	0.0442417	0.0358115	0.0361077	0.752842	0.0124609	0.0101683	0.00796853	0.00817577	0.00784062	0.0102201	0.00372512	0.0119709	0.0150637	0.0085369	0.0156754	0.0119736	0.0161367	0.0107663	0.0106377	0.007755	0.00780324	0.020349	0.00577234	0.017215	0.0150623	0.0115415	0.0741265	0.0234768	0.0106444	0.0124474	0.0297185	0.00524436	0.012073	0.0130038	0.0247286	0.0269651	0.0143939	0.0254795	0.0135508	0.0158355	0.0177206	0.00496475	0.00762288	0.0608874	0.0110404	0.021121	0.0100405	0.00960266	0.0140694	0.012903	0.0222866	0.00870055	0.0108852	0.0209107	0.0101414	0.00620583	0.0102085	0.00720478	0.00396584	0.0127563	0.00228071	0.0115728	0.0455263	0.0205603	0.029288	0.018238	0.0247461	0.0194289	0.00699072	0.0168794	0.0318933	0.0101683	0.0203187	0.0191667	0.0164745	0.0141962	0.0477769	0.265452	0.275291	0.0327094	0.338078	0.040693	0.347526	0.169965	0.141576	0.340934	7.188247
6410	-498801.1	-498777.5	-23.66748	0.081657	0.0344518	0.0353751	0.0810106	0.0442204	0.0484078	0.0344632	0.0641302	0.083048	0.0491852	0.0918387	0.0678055	0.0472838	0.0610095	0.046919	0.107287	0.0225261	0.0233309	0.0666899	0.0478507	0.0848864	0.0875779	0.106863	0.00962016	0.0177135	0.0138067	0.0358403	0.0105495	0.00533014	0.00200161	0.00828207	0.0192012	0.0517677	0.00138242	0.0567563	0.0472399	0.0491702	0.0539043	0.115758	0.0562151	0.0357817	0.0477816	0.0324561	0.049547	0.0471332	0.0600557	0.0340353	0.0480023	0.0369711	0.0533039	0.0549073	0.0231929	0.0695654	0.0197696	0.0506591	0.0552576	0.0535531	0.0751349	0.0572597	0.0510587	0.0628923	0.0466683	0.0478168	0.000787079	0.0874889	0.0368534	0.0323422	0.0324853	0.0590182	0.0840662	0.103628	0.0300546	0.0457016	0.0901266	0.0728196	0.0559064	0.0544106	0.0626112	0.0513686	0.140186	0.105943	0.0471368	0.0667662	0.0679509	0.0546555	0.11109	0.0842239	0.0857897	0.0307465	0.0436187	0.0363584	0.0032554	0.03782	0.034956	0.0384438	0.0017954	0.00831664	0.00133067	0.0150401	0.00865872	0.0299521	0.0158053	0.0113871	0.0143146	0.00820103	0.011744	0.0150905	0.0124708	0.011261	0.0133153	0.00719787	0.0151901	0.00776555	0.0438933	0.0394894	0.0361077	0.752842	0.0103925	0.0135106	0.0102021	0.00579691	0.0071181	0.00984088	0.00271137	0.0120156	0.0150637	0.00855054	0.0153622	0.0114423	0.0158787	0.010331	0.0111786	0.00816763	0.00981707	0.0190639	0.00460657	0.0176895	0.0149734	0.0102656	0.0741265	0.0210566	0.0121095	0.0124474	0.032585	0.00520881	0.013648	0.0100135	0.0264614	0.0292419	0.0171505	0.0254795	0.0132148	0.0158355	0.0160874	0.00520202	0.00942577	0.0599797	0.0125732	0.0225212	0.0103112	0.00931214	0.0139878	0.0131358	0.0233521	0.0104338	0.0110523	0.0168168	0.00931243	0.00589743	0.00773932	0.00744794	0.00396373	0.0115395	0.00301996	0.0163303	0.0490148	0.0228917	0.029288	0.0212737	0.0221566	0.0192301	0.00672737	0.0186731	0.03251	0.00770074	0.0221512	0.0196965	0.0175502	0.0136728	0.0477769	0.265452	0.275291	0.0327094	0.338078	0.040693	0.349024	0.166386	0.142186	0.342403	7.209474
6420	-498786.2	-498762.7	-23.45619	0.0785431	0.0331984	0.0362061	0.0803014	0.0442204	0.04931	0.0344632	0.0641302	0.083048	0.0491852	0.0918387	0.061848	0.0470774	0.0578971	0.0477841	0.107287	0.0225261	0.0212169	0.0691126	0.0565424	0.083555	0.0916627	0.0997513	0.0102391	0.0192615	0.0138067	0.0364692	0.00904611	0.00724275	0.00230081	0.00841794	0.0193044	0.0479858	0.000691756	0.0567563	0.0457988	0.0484566	0.0539043	0.115758	0.0562151	0.0365783	0.0434147	0.035725	0.0549415	0.0395606	0.065179	0.0378262	0.0485803	0.0369711	0.0514257	0.0535714	0.0238884	0.071636	0.0208064	0.0490374	0.0583823	0.0535531	0.0703773	0.0515858	0.0501263	0.0628923	0.0457107	0.0445518	0.00129202	0.0914364	0.0377568	0.038837	0.031589	0.0593807	0.0840662	0.100833	0.0295943	0.0510021	0.0913529	0.068981	0.0523116	0.0544106	0.0626112	0.0572263	0.140186	0.106044	0.0484176	0.0667765	0.0635669	0.0546555	0.107233	0.0842239	0.0862696	0.0291439	0.0466915	0.0362536	0.00260424	0.0349886	0.0371173	0.0384438	0.0022209	0.0107849	0.0017511	0.0216089	0.00740726	0.0312729	0.0163676	0.00945947	0.0141107	0.00599364	0.0103359	0.0155135	0.0130109	0.00810867	0.0133153	0.00908697	0.0151618	0.00734824	0.0451526	0.0378395	0.0334412	0.741072	0.0107219	0.0110207	0.00929841	0.0071256	0.00807064	0.00991667	0.00226602	0.010738	0.013988	0.00840965	0.0149562	0.0108302	0.0154619	0.0124306	0.0117504	0.00907065	0.00780079	0.0172088	0.00588377	0.0171854	0.0162407	0.00947346	0.0754573	0.0222588	0.0097787	0.013242	0.0344108	0.0064825	0.013648	0.0107615	0.0239043	0.0264312	0.0144997	0.0232714	0.0137503	0.0173076	0.0157868	0.00561047	0.0118227	0.0599797	0.0106084	0.0231775	0.00993208	0.00746924	0.0149725	0.0113267	0.0236161	0.0104338	0.00951275	0.0203185	0.0108302	0.00620757	0.0100213	0.00885367	0.00443555	0.0130582	0.0018996	0.0130522	0.0479294	0.0236456	0.029059	0.0212737	0.0227179	0.0222367	0.00748827	0.0159687	0.0305496	0.011177	0.0221512	0.0207298	0.0175069	0.0135895	0.0478816	0.266033	0.275894	0.0327811	0.338819	0.0385909	0.349024	0.166386	0.142186	0.342403	7.188346
6430	-498784.2	-498761.3	-22.91017	0.0785431	0.0329726	0.0375798	0.0817224	0.0442204	0.0471466	0.0344632	0.0641302	0.0855283	0.0561227	0.0910042	0.0634982	0.0481836	0.0601341	0.0477841	0.105927	0.0221909	0.0212169	0.0654091	0.0527657	0.083555	0.0897454	0.0997513	0.00911329	0.0217823	0.0138067	0.0372054	0.00905664	0.00665469	0.00208139	0.00817773	0.0190332	0.048819	0.0010886	0.0637422	0.0470004	0.0426928	0.0538695	0.116014	0.0563472	0.0371454	0.0434147	0.0303907	0.0508904	0.0395606	0.0588046	0.0378262	0.0485803	0.0369711	0.0515617	0.052613	0.023463	0.071636	0.0211349	0.0490374	0.0583823	0.0496733	0.0721952	0.0610092	0.0455138	0.0588089	0.0457107	0.0486282	0.00152732	0.0874624	0.0365552	0.0363276	0.0332095	0.0593807	0.0843839	0.100833	0.0295679	0.0489119	0.0859969	0.0669722	0.0523116	0.05483	0.0657801	0.0519561	0.141796	0.107488	0.0494305	0.0650204	0.0635669	0.0558236	0.108159	0.0842239	0.0802275	0.0291439	0.0446967	0.0362536	0.00198149	0.0344926	0.0371173	0.0349322	0.00210516	0.0115784	0.000948213	0.016968	0.00926196	0.0322516	0.0124724	0.00945807	0.0133681	0.00687409	0.0093164	0.0155135	0.0131623	0.00967432	0.0126516	0.00727767	0.0157615	0.00668111	0.047256	0.0328723	0.0403248	0.7247	0.0124538	0.0104017	0.0105601	0.00730359	0.00827323	0.0118152	0.00373115	0.010738	0.0151057	0.00853104	0.0149562	0.0117765	0.0159275	0.0113507	0.0128284	0.00946632	0.00849042	0.0183506	0.00580742	0.0174202	0.0128173	0.0105701	0.0716951	0.0208381	0.00955687	0.0124255	0.0331122	0.00580704	0.0123721	0.0105077	0.0238286	0.0290786	0.0152006	0.0227897	0.0133573	0.0155411	0.0183316	0.00665952	0.00870481	0.0599797	0.0096819	0.0231775	0.0104047	0.00757427	0.0153462	0.0120493	0.0209921	0.0105189	0.0121425	0.018888	0.0118021	0.00394334	0.00818846	0.00724488	0.00451663	0.0141049	0.00245463	0.015094	0.0495009	0.0239656	0.0285794	0.0214155	0.020124	0.021763	0.00655054	0.0160585	0.0317268	0.011055	0.0221512	0.0198199	0.016415	0.0141634	0.047894	0.266102	0.275966	0.0325304	0.338907	0.0386009	0.345273	0.167345	0.143006	0.344376	7.133743
6440	-498776.5	-498753.6	-22.91565	0.0785431	0.0329726	0.0375798	0.0817224	0.040537	0.0471466	0.0341558	0.0641302	0.0855283	0.0515345	0.0910042	0.0681176	0.0466505	0.0601341	0.0477841	0.105927	0.0221909	0.0218934	0.0651206	0.0527657	0.0836284	0.0907106	0.106396	0.00898924	0.0181622	0.0142284	0.0390098	0.00810664	0.00638347	0.0021647	0.0077922	0.0192894	0.049593	0.00138563	0.0583442	0.0470004	0.0489601	0.0578544	0.114667	0.0550524	0.0364514	0.0430944	0.0328724	0.0540192	0.0466056	0.0588046	0.0378262	0.0485803	0.0379146	0.0567385	0.0554276	0.023463	0.0664035	0.0222049	0.0503902	0.0572138	0.049085	0.0721952	0.0590562	0.0455138	0.0588089	0.0447153	0.0452614	0.0011632	0.088998	0.037613	0.0363276	0.0340814	0.0593807	0.0843839	0.100833	0.0322007	0.0489119	0.0859969	0.0741489	0.0523116	0.0521532	0.0637292	0.0519561	0.141796	0.101067	0.0447897	0.0677444	0.0635669	0.0543575	0.108159	0.0848468	0.0802275	0.0315962	0.0446967	0.0363976	0.00330966	0.0371725	0.0371173	0.0353867	0.00207487	0.0115784	0.00162497	0.0192864	0.00763595	0.0322516	0.0144632	0.0107845	0.0133681	0.00687409	0.010142	0.0156126	0.0134131	0.00878366	0.0128877	0.00747323	0.0143183	0.00659727	0.0426616	0.0325096	0.0321474	0.7247	0.0124289	0.0111965	0.0108633	0.00686811	0.0079976	0.0124438	0.00256455	0.0123454	0.0147492	0.00815666	0.0113303	0.0117765	0.0178238	0.0111272	0.0100012	0.00754632	0.00780189	0.0199009	0.00474529	0.0151505	0.013741	0.0100808	0.0733382	0.0213733	0.011692	0.0112148	0.0337309	0.00496302	0.0135342	0.0129485	0.0234087	0.0273195	0.0142515	0.020672	0.0137908	0.0157607	0.0159936	0.00556386	0.00952705	0.0599797	0.0105692	0.0231775	0.0107866	0.00788577	0.0154511	0.0126243	0.0218592	0.0104403	0.0118286	0.0183418	0.0104814	0.00505074	0.0104077	0.00768585	0.00555091	0.0112374	0.00302127	0.011774	0.0444426	0.0240677	0.0285794	0.0201623	0.0244062	0.0226637	0.0074718	0.0172284	0.0317268	0.00953946	0.0202442	0.0187973	0.016415	0.017258	0.0479699	0.266524	0.274819	0.0325819	0.339444	0.038662	0.345273	0.167345	0.143006	0.344376	7.134291
