Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-507019.2	-506989.2	-30.01767	0.0785033	0.0304331	0.0381411	0.0890862	0.0450081	0.0501004	0.0367248	0.0674252	0.0845559	0.0562009	0.0942117	0.0670524	0.0493455	0.0593936	0.0480369	0.106836	0.0229648	0.0241213	0.0703643	0.052907	0.0906576	0.0941856	0.104804	0.0101924	0.018197	0.0159726	0.0395118	0.00844291	0.00641291	0.00279217	0.00769946	0.0186722	0.0469265	0.001136	0.0655815	0.0480936	0.0464438	0.0569801	0.11169	0.0571195	0.0375807	0.0453773	0.0331391	0.0547709	0.0482126	0.0630792	0.0389394	0.0485788	0.0368157	0.0528616	0.0535611	0.0226016	0.0640922	0.0210362	0.048442	0.0612317	0.0520612	0.0707527	0.059643	0.0516263	0.0625219	0.0503228	0.0488	0.00124869	0.102335	0.0375181	0.0375039	0.0310235	0.0589589	0.0941082	0.107434	0.0296304	0.0503189	0.0932458	0.0636017	0.0525649	0.0528655	0.0688299	0.0562638	0.151032	0.124862	0.0533576	0.0687034	0.066674	0.0583464	0.119483	0.0829029	0.0805464	0.0275123	0.0410115	0.0358698	0.0523199	0.0401277	0.0377721	0.040345	0.441398	0.0101738	0.00116325	0.0176947	0.00636559	0.0355278	0.0136928	0.0132869	0.0115037	0.0084072	0.0124834	0.0112435	0.0139254	0.010493	0.016001	0.00674715	0.0151872	0.00834635	0.0468076	0.0381424	0.0395184	0.769211	0.0122116	0.010011	0.012268	0.00728604	0.0095167	0.0120296	0.00268974	0.0110208	0.0285406	0.00609794	0.0156738	0.0113498	0.0176112	0.0112039	0.0111705	0.00762849	0.0100257	0.0176669	0.00570404	0.00928189	0.0147547	0.0089217	0.076875	0.0250829	0.0103833	0.00543213	0.0342095	0.0046029	0.0132731	0.0132139	0.0236694	0.0273327	0.0191811	0.0285117	0.0149528	0.0185477	0.0178681	0.00478538	0.0105454	0.0577758	0.0113706	0.0232288	0.00858938	0.00885033	0.0187644	0.0133068	0.0202786	0.00902518	0.0084461	0.0185051	0.0133342	0.00595681	0.0113386	0.00757154	0.00436776	0.0135556	0.00306956	0.0157717	0.0170534	0.0219762	0.0304665	0.0141745	0.0126899	0.0240502	0.00869346	0.0199906	0.0344384	0.00957329	0.0144825	0.019179	0.0135706	0.0153075	0.0527931	0.277347	0.248091	0.0426734	0.337108	0.0419871	0.354923	0.157853	0.125096	0.362128	7.844494
110	-502747.7	-502720.1	-27.61954	0.0854493	0.0318279	0.036627	0.0789325	0.0449298	0.0501004	0.0367248	0.0689017	0.0865736	0.0497339	0.0883347	0.0711535	0.0492627	0.0577561	0.0480369	0.10642	0.0233845	0.0194395	0.0751021	0.0521826	0.0863238	0.092762	0.104804	0.00932448	0.018197	0.0138235	0.0393351	0.00964932	0.00637367	0.00165865	0.00713154	0.0211313	0.0541771	0.00071902	0.0577888	0.0483951	0.0471978	0.0561615	0.11169	0.0564856	0.0375807	0.043843	0.0334078	0.0499887	0.0408799	0.0630792	0.0389394	0.0479497	0.0357331	0.0545615	0.0535611	0.0239544	0.0640922	0.0233348	0.051612	0.060043	0.0534682	0.0707527	0.0575696	0.0488809	0.0571843	0.0492187	0.0451798	0.000962975	0.0986258	0.0375181	0.0363978	0.0310235	0.0660336	0.0861853	0.102177	0.0296304	0.0503977	0.0932458	0.0731676	0.058939	0.0550426	0.0612984	0.0532829	0.146133	0.124862	0.0482555	0.073916	0.0626935	0.055592	0.119483	0.0818547	0.0833305	0.0318963	0.0596138	0.0404034	0.0318729	0.0401277	0.0377721	0.039022	0.252672	0.0121459	0.00170155	0.0171923	0.00673416	0.0356621	0.0135659	0.0109495	0.0152555	0.00684263	0.00989033	0.0148014	0.011135	0.00913274	0.016001	0.00726689	0.0158961	0.00809268	0.0455938	0.0381424	0.0364108	0.769211	0.0116298	0.0107869	0.0120997	0.00720857	0.00902488	0.0113437	0.00257917	0.0115049	0.0173265	0.0062192	0.0158541	0.0139594	0.0170612	0.0119229	0.011824	0.00757197	0.010138	0.0155547	0.00534073	0.0132471	0.0149614	0.0103065	0.076875	0.0198687	0.0103833	0.0116192	0.0346243	0.00658215	0.0132731	0.0110092	0.0219091	0.0262909	0.0173248	0.0268479	0.0164912	0.0185285	0.0148872	0.00604821	0.00871449	0.0535888	0.0103096	0.0239338	0.0117877	0.00928813	0.01777	0.0104865	0.0203204	0.0101228	0.0102598	0.0190759	0.0106514	0.00658842	0.00757782	0.00727383	0.00696419	0.0127989	0.00207467	0.0152616	0.0218423	0.0235192	0.0301024	0.0247339	0.0235454	0.0191335	0.00118262	0.0167866	0.0301981	0.00850159	0.0241551	0.0202593	0.0166974	0.0152761	0.053257	0.279784	0.250271	0.0342613	0.34007	0.042356	0.354923	0.157853	0.125096	0.362128	7.60468
120	-500612.5	-500586.3	-26.1325	0.0770481	0.0335165	0.0375553	0.0789325	0.0449298	0.0457718	0.0367248	0.0640074	0.0806511	0.0528814	0.0950076	0.0664281	0.0492627	0.0577561	0.0496593	0.10642	0.0225682	0.0222773	0.0710661	0.0529778	0.0863238	0.0899934	0.102053	0.0110173	0.018197	0.0139307	0.0373144	0.00950849	0.00722749	0.00257145	0.00854306	0.0190667	0.0531539	0.00079042	0.0621752	0.0484692	0.0471978	0.0561615	0.115444	0.062498	0.0365238	0.0428601	0.0334078	0.0517571	0.0453691	0.0630792	0.0389394	0.0456369	0.0376926	0.0545615	0.0588482	0.0244147	0.0660685	0.0220929	0.051612	0.0569044	0.0496494	0.0721029	0.0585765	0.0463055	0.0571843	0.0473904	0.0464644	0.0014258	0.0937236	0.0387041	0.0378793	0.0311912	0.0615757	0.091621	0.102177	0.0316976	0.048104	0.0932458	0.0685189	0.0564329	0.0557221	0.0653183	0.0532829	0.146133	0.123118	0.0492225	0.073916	0.0626935	0.055306	0.117757	0.0818547	0.0859288	0.0301177	0.0513318	0.0365152	0.00673389	0.0401277	0.0399521	0.0360084	0.125606	0.0118318	0.00112229	0.0197778	0.00986513	0.0306342	0.0144747	0.0114451	0.0153115	0.00727923	0.0103944	0.0163412	0.0143206	0.00969822	0.014965	0.00791337	0.016103	0.0087378	0.0458712	0.0355715	0.0346126	0.769211	0.0114661	0.0114952	0.0126371	0.00866876	0.00552883	0.0105838	0.00280691	0.0119139	0.0137809	0.00734717	0.0131419	0.0130928	0.0163771	0.0113764	0.0139244	0.00817479	0.00890912	0.0183756	0.00633698	0.0191699	0.0157664	0.00906868	0.0768608	0.0201719	0.0122483	0.0103909	0.0346243	0.00614544	0.0125817	0.00913712	0.0272375	0.027117	0.015531	0.0232058	0.0165865	0.0163261	0.0160895	0.00540177	0.00971783	0.0648319	0.0127523	0.0264363	0.00818406	0.00707595	0.016344	0.0125696	0.0236543	0.00987471	0.0126784	0.0190759	0.0112629	0.00574118	0.0098706	0.00745081	0.00601906	0.0147694	0.00323464	0.0146743	0.0351544	0.0224219	0.0311091	0.0170993	0.0235622	0.0186954	0.00289566	0.0154772	0.0332355	0.00901974	0.0199328	0.019148	0.0166974	0.0127661	0.0491955	0.28121	0.251546	0.0336738	0.341803	0.0425718	0.357737	0.159105	0.126088	0.35707	7.455977
130	-499509	-499483.5	-25.49295	0.0836695	0.0345204	0.0374034	0.0819713	0.0454048	0.0446491	0.0391814	0.0695288	0.0875676	0.0528814	0.0940462	0.0676415	0.051096	0.0577561	0.0496593	0.10642	0.0222698	0.0211167	0.0710661	0.0529778	0.0830015	0.0933547	0.102053	0.00927444	0.0202289	0.0139307	0.0403808	0.00967992	0.00722749	0.00161753	0.00888858	0.0190667	0.0505903	0.000984489	0.0621752	0.0512426	0.0451836	0.0561615	0.1094	0.062498	0.041217	0.0478063	0.0347993	0.0515247	0.0441223	0.0615279	0.0389394	0.0482808	0.0356832	0.0522988	0.0525809	0.0222524	0.0625228	0.0220929	0.0540698	0.0599581	0.0496494	0.0674729	0.0559195	0.0476407	0.060988	0.049879	0.0465569	0.00123303	0.090289	0.0382282	0.0375107	0.0321939	0.0658976	0.091621	0.105593	0.0316976	0.049666	0.0932458	0.0688262	0.0564329	0.0538861	0.0653183	0.0567718	0.145296	0.116921	0.0492225	0.0698892	0.066479	0.055306	0.118009	0.0818547	0.0825348	0.0307979	0.0432047	0.0377447	0.00240396	0.0368658	0.0368968	0.0367788	0.0509708	0.0100183	0.00172861	0.0185093	0.00928773	0.0353497	0.0130464	0.0097722	0.0135937	0.0073516	0.00921096	0.0147665	0.012452	0.0095365	0.0130947	0.00678692	0.0143776	0.0064919	0.0429529	0.0368432	0.0349715	0.759787	0.0122002	0.0116895	0.0112157	0.00748998	0.00867148	0.0110248	0.00356155	0.0131558	0.00913208	0.00722144	0.0157446	0.0114557	0.0171029	0.0101866	0.0132158	0.00887979	0.00912036	0.0183756	0.00626318	0.0179811	0.015282	0.0107187	0.0786352	0.0205039	0.0114678	0.0169573	0.0343883	0.00760813	0.0121662	0.0121119	0.0232819	0.0279342	0.0159282	0.0215165	0.0146935	0.0168116	0.0160895	0.00515625	0.00868023	0.0574025	0.0108101	0.0264993	0.0117715	0.00917689	0.016344	0.0140492	0.0235859	0.00875161	0.00996228	0.0194832	0.00883045	0.00765237	0.0110768	0.00693717	0.00601906	0.0142246	0.00236074	0.0136037	0.0528309	0.0238906	0.0311091	0.0181375	0.0284511	0.0224976	0.00637332	0.0163594	0.0324208	0.00825221	0.020625	0.0208447	0.0157618	0.0172404	0.0491607	0.281011	0.251368	0.03365	0.341561	0.0432491	0.357737	0.159105	0.126088	0.35707	7.392021
140	-499041.2	-499016.4	-24.87509	0.0777952	0.03091	0.039591	0.0843643	0.0419291	0.0476174	0.0391814	0.0638696	0.0791915	0.0512979	0.095944	0.0649911	0.0452489	0.0557396	0.0465887	0.106777	0.0211127	0.0211156	0.0755297	0.0529778	0.0830015	0.0908122	0.102053	0.00927444	0.0214798	0.0142284	0.0367581	0.00998746	0.00628094	0.00253407	0.00742033	0.0184143	0.05342	0.00108173	0.0621752	0.048077	0.0451836	0.0561615	0.109973	0.0578675	0.0389078	0.0478063	0.0347993	0.0515247	0.0432409	0.0618576	0.0377466	0.0501278	0.0371378	0.0535395	0.0579601	0.0214173	0.0664011	0.0220929	0.0540698	0.0570094	0.0526336	0.0791241	0.0622012	0.0476407	0.060988	0.049879	0.047925	0.000956725	0.0883219	0.0365251	0.0367813	0.0321939	0.0640144	0.091621	0.105593	0.0310687	0.0480661	0.0942004	0.0683837	0.0564329	0.0531676	0.0653183	0.0567718	0.145296	0.123474	0.0492225	0.067766	0.0623154	0.0569467	0.11156	0.0840316	0.0825348	0.0292911	0.0418166	0.0381113	0.00196462	0.0368658	0.0399711	0.0402166	0.0153387	0.00951586	0.0019482	0.0169349	0.00770737	0.03651	0.0144735	0.0101976	0.0143209	0.00722933	0.00810963	0.0166775	0.011929	0.0091752	0.0165138	0.00641813	0.0151144	0.00778962	0.0429529	0.0365543	0.0326093	0.759787	0.0123104	0.0142156	0.0106822	0.00652302	0.0064936	0.0116776	0.00322823	0.0117132	0.0117653	0.00865966	0.0135274	0.0144513	0.0178933	0.0131159	0.0117522	0.00689808	0.00889817	0.011947	0.00608603	0.016482	0.015479	0.0095681	0.0786352	0.0220506	0.0117471	0.0120681	0.0357365	0.00800881	0.0135915	0.0108697	0.0232819	0.0291782	0.0162406	0.0258949	0.0143285	0.017775	0.0160895	0.00595109	0.0086141	0.0574025	0.0100313	0.0231344	0.013723	0.00844269	0.0214556	0.0130863	0.0219526	0.0100801	0.0120235	0.0180466	0.0102978	0.00521928	0.0094212	0.00890557	0.00563603	0.0126562	0.00342502	0.0143304	0.0471086	0.0206167	0.0270613	0.0184568	0.0322209	0.0210281	0.00634468	0.0174312	0.0324208	0.00966094	0.0216428	0.0198615	0.015677	0.0154104	0.0496911	0.275688	0.25408	0.031578	0.345247	0.0437157	0.357737	0.159105	0.126088	0.35707	7.330236
150	-498909.6	-498884.7	-24.84847	0.0831366	0.0316199	0.0412954	0.0817783	0.0441779	0.0476174	0.0391814	0.0653209	0.0791915	0.0507354	0.0917342	0.0692908	0.0503161	0.0596168	0.0468291	0.102522	0.0235036	0.0200032	0.071298	0.0564157	0.0830015	0.0908122	0.105695	0.0101753	0.0197654	0.0142884	0.0392912	0.010574	0.00582186	0.00216223	0.00721858	0.0197207	0.0496381	0.000832239	0.063682	0.0458627	0.0451836	0.0552211	0.10614	0.0578675	0.0389078	0.0466088	0.0347993	0.0515247	0.0432409	0.0623662	0.0348017	0.0449046	0.0378262	0.0515946	0.0579601	0.0203704	0.0664011	0.0211806	0.0490593	0.0570094	0.0556251	0.0791241	0.0630454	0.0473808	0.0658115	0.0495808	0.047925	0.0010099	0.0919557	0.0404492	0.0338843	0.0306838	0.063183	0.088883	0.105593	0.0310687	0.0518218	0.089068	0.0683837	0.0564329	0.0536277	0.0653183	0.053696	0.145296	0.122613	0.0493145	0.0670053	0.066547	0.0569467	0.114247	0.0817119	0.0821686	0.0308029	0.045896	0.0395508	0.00252879	0.0360671	0.0362173	0.0366846	0.00356044	0.0116155	0.00171134	0.0185347	0.00799754	0.0340528	0.0180981	0.0107624	0.014096	0.00705528	0.0124677	0.0166775	0.0136857	0.0107496	0.0144937	0.00750026	0.0141843	0.00952364	0.0445594	0.0305088	0.0326093	0.759787	0.0103263	0.00978605	0.0106041	0.00760521	0.00918714	0.0122853	0.00313173	0.0119669	0.0126371	0.00865966	0.0122242	0.00986109	0.0181686	0.0127355	0.0117522	0.00841656	0.0101939	0.0172216	0.00520686	0.0185197	0.0152374	0.0102679	0.0798206	0.0226035	0.0110341	0.0148562	0.0382727	0.00486832	0.011009	0.0102787	0.0228186	0.0252604	0.0168483	0.0256926	0.0119271	0.0152047	0.0171408	0.00578902	0.0106271	0.0572127	0.0103725	0.0246256	0.0108825	0.00901377	0.0183688	0.0109689	0.022536	0.00933186	0.0115681	0.0177451	0.0103651	0.00529165	0.00937121	0.00857561	0.00658584	0.0137013	0.00249787	0.0135901	0.0451269	0.0247709	0.0323911	0.0218149	0.0304763	0.0205907	0.00703404	0.0186227	0.0324208	0.0104413	0.0207289	0.0209417	0.015677	0.0154104	0.0491482	0.272676	0.26223	0.031233	0.341475	0.0432381	0.357737	0.159105	0.126088	0.35707	7.327574
160	-498904.3	-498879.5	-24.74527	0.0800493	0.034941	0.0390323	0.083446	0.0441924	0.0491012	0.0391814	0.0670898	0.0791915	0.0514557	0.0917342	0.0666376	0.0503161	0.0596168	0.0468291	0.102522	0.019811	0.022522	0.071298	0.0513685	0.086965	0.0928893	0.105695	0.0099611	0.0189972	0.0142884	0.0392061	0.00897912	0.00613473	0.00202772	0.00755312	0.0190494	0.0492143	0.000732966	0.0593475	0.0486646	0.0465687	0.0561417	0.109693	0.0557518	0.0389078	0.0466088	0.0303462	0.054273	0.0432409	0.068945	0.0412702	0.0462867	0.0367564	0.0509383	0.0537344	0.0229337	0.0665654	0.0211806	0.0468263	0.0586911	0.0522477	0.0791241	0.0575571	0.0500628	0.0640449	0.0474836	0.0452535	0.00114433	0.0919557	0.0387091	0.0338843	0.0320719	0.063183	0.088883	0.105593	0.0272783	0.0518218	0.0918753	0.0683837	0.0584747	0.0536277	0.0653183	0.0526892	0.138723	0.122613	0.0467259	0.0742878	0.0625741	0.0569467	0.114247	0.0817119	0.0834267	0.031216	0.0465842	0.0362277	0.00313699	0.0356036	0.0393023	0.0361343	0.00188519	0.0123582	0.00139635	0.0150254	0.00851962	0.033395	0.0134426	0.0104696	0.0139374	0.00809349	0.0124677	0.0180283	0.0132121	0.0121033	0.0151997	0.00630486	0.0171137	0.00700675	0.0464954	0.0360425	0.037017	0.756171	0.0109485	0.0125492	0.00986516	0.00741851	0.00964394	0.011827	0.00319547	0.0113416	0.0117184	0.010471	0.013859	0.00914421	0.0169597	0.0134929	0.0130598	0.00787133	0.00774594	0.0137088	0.00587459	0.0185197	0.0146507	0.0104786	0.0693372	0.024522	0.00960337	0.0110808	0.0324863	0.00620884	0.012935	0.0105415	0.0262495	0.0301111	0.0157512	0.0246337	0.0121241	0.0164788	0.0171408	0.00651863	0.0102582	0.0590715	0.00740527	0.0258736	0.0141861	0.00830517	0.0183688	0.0121832	0.0236503	0.0108907	0.0118313	0.0177451	0.0136485	0.00634244	0.0115555	0.00723435	0.00367872	0.0139319	0.00325424	0.0135278	0.0506742	0.0224086	0.0296027	0.0226831	0.0263375	0.0205907	0.00719453	0.0176134	0.0324208	0.00987952	0.0202608	0.0208824	0.0169804	0.0151988	0.0489723	0.2717	0.261291	0.0347015	0.340252	0.0430833	0.357737	0.159105	0.126088	0.35707	7.317254
170	-498886.8	-498862	-24.7599	0.0800493	0.0305904	0.0346173	0.0795629	0.0478136	0.0463716	0.035215	0.0640739	0.0860048	0.0519441	0.0944579	0.0666376	0.0481285	0.0596168	0.0468291	0.104648	0.022343	0.0217981	0.0716859	0.0535192	0.0879161	0.0928893	0.101375	0.0101672	0.0185159	0.0143563	0.0398198	0.0100649	0.00607298	0.00122864	0.00730555	0.0190494	0.0496677	0.0011915	0.061062	0.0457887	0.0502668	0.0582233	0.109693	0.0557518	0.0401985	0.0428016	0.0335502	0.0492902	0.0418369	0.0676552	0.0412702	0.0435873	0.0355989	0.0566001	0.0521388	0.0229337	0.0665654	0.020815	0.0532992	0.0574302	0.0543739	0.0766765	0.0536545	0.0490305	0.0640449	0.0474836	0.0483972	0.0006756	0.095128	0.0396673	0.0343744	0.0317859	0.0661656	0.088883	0.10185	0.0299888	0.0518218	0.0886311	0.0667429	0.0569689	0.0551945	0.0653183	0.0526892	0.145632	0.122613	0.0475421	0.0742878	0.0655629	0.0545343	0.113996	0.0817119	0.0834267	0.0299608	0.0465842	0.0362277	0.0029658	0.0388947	0.0364549	0.0367036	0.00223684	0.0131338	0.00101778	0.0192034	0.00839133	0.0339949	0.01416	0.010548	0.0152268	0.00857338	0.0122018	0.0150656	0.0138031	0.00966761	0.0145996	0.00735021	0.0160136	0.00539755	0.0464954	0.032747	0.0350625	0.760259	0.011562	0.012173	0.0117014	0.00704263	0.00716832	0.0100936	0.00276691	0.0113416	0.0119356	0.00736933	0.0155736	0.0115291	0.0169597	0.0132893	0.0106299	0.0075268	0.00893699	0.0180954	0.00511209	0.0173661	0.0163446	0.010311	0.0763564	0.0221919	0.0109601	0.0132312	0.0337574	0.00596042	0.0138372	0.0114972	0.024359	0.0300807	0.0193033	0.0232385	0.0140512	0.0169062	0.0171562	0.00396879	0.0101788	0.0635646	0.010071	0.0211954	0.013748	0.00830517	0.0183688	0.0115686	0.0228022	0.00977164	0.011897	0.0187397	0.0111141	0.00681916	0.0101832	0.008059	0.0060517	0.0130183	0.00255441	0.0140652	0.0483833	0.0242928	0.0283673	0.0183135	0.0263375	0.019679	0.00598794	0.0182768	0.0324208	0.00945808	0.018133	0.0198203	0.0165964	0.0152108	0.0489723	0.2717	0.261291	0.0347015	0.340252	0.0430833	0.357737	0.159105	0.126088	0.35707	7.318716
180	-498900.2	-498876.2	-24.00355	0.0800493	0.036813	0.0346173	0.0795629	0.0447726	0.0463716	0.0355811	0.0665795	0.0868544	0.0514231	0.0944579	0.0666376	0.0481285	0.0596168	0.0463652	0.101704	0.0199471	0.0215449	0.0675761	0.049993	0.0879161	0.087715	0.104639	0.00857425	0.0189708	0.0134559	0.0375973	0.00997362	0.0065507	0.00141783	0.00730555	0.0181671	0.0505316	0.000830988	0.0604552	0.046063	0.0480163	0.0560217	0.109693	0.0537306	0.040253	0.0428016	0.0335502	0.0530863	0.0437044	0.0616212	0.0368417	0.0435873	0.0355989	0.0533112	0.0521388	0.023766	0.0675797	0.023906	0.0521945	0.0574302	0.0543739	0.0785935	0.0579121	0.0484699	0.0608692	0.0484196	0.0486261	0.00123659	0.0939238	0.0383574	0.0373909	0.0323179	0.0638276	0.0869174	0.106087	0.0299888	0.0473258	0.0886311	0.0708844	0.0558443	0.0556364	0.0653183	0.0542029	0.141422	0.122613	0.0524318	0.0665217	0.0630159	0.0547612	0.114647	0.0839735	0.0835064	0.0307348	0.0433582	0.035613	0.00211719	0.0350471	0.0364549	0.0362478	0.00232776	0.0102259	0.00177362	0.0171877	0.00741817	0.0313563	0.0130927	0.0124556	0.0165035	0.00671425	0.00928887	0.0152599	0.0127223	0.00880735	0.014128	0.00735856	0.0123354	0.006871	0.0452418	0.0367558	0.0350625	0.732588	0.0136131	0.00997316	0.0116777	0.00782396	0.00886536	0.0100936	0.00410177	0.0107213	0.0171288	0.0103273	0.0150106	0.00921181	0.0169597	0.0131192	0.0117461	0.00780416	0.00865941	0.0147285	0.00408542	0.0155622	0.0158648	0.0096602	0.0763564	0.0221919	0.00957568	0.0149695	0.0376557	0.00712082	0.0126192	0.00997339	0.0258093	0.0258697	0.0120559	0.0221979	0.0123369	0.0168653	0.0178115	0.00414222	0.00995236	0.0570196	0.0129805	0.0231904	0.0133338	0.00749153	0.0190664	0.00936117	0.0219295	0.0110393	0.00929964	0.0196866	0.0104661	0.00479508	0.00805156	0.00735561	0.00559884	0.013881	0.0032243	0.0120112	0.048481	0.0222116	0.0287091	0.0208779	0.0242753	0.0217158	0.00730134	0.0177813	0.0356202	0.00907647	0.0235024	0.0236282	0.0187445	0.016443	0.0489723	0.2717	0.261291	0.0347015	0.340252	0.0430833	0.368573	0.163924	0.129907	0.337596	7.243081
190	-498883.7	-498859.4	-24.36301	0.0800493	0.0326254	0.0359315	0.0795629	0.0421823	0.0463716	0.036816	0.0665795	0.0843985	0.0524357	0.0965418	0.0666376	0.0552863	0.0596168	0.0491609	0.101411	0.0202999	0.0215449	0.0675761	0.050244	0.0908688	0.087715	0.104639	0.00967375	0.019769	0.0157839	0.0370919	0.0109572	0.00773805	0.00183018	0.0089124	0.0175287	0.0496915	0.000873736	0.0604552	0.0483424	0.0458368	0.0561031	0.10983	0.0582151	0.0408295	0.0428016	0.0329506	0.0508679	0.0454482	0.061199	0.038348	0.0476609	0.0385356	0.0529895	0.0576624	0.0262224	0.0632991	0.0218726	0.0487993	0.0580484	0.0543739	0.0709062	0.0588268	0.0471668	0.0608692	0.0491214	0.0417548	0.000765351	0.0939238	0.0393509	0.0373909	0.0320966	0.065733	0.0869174	0.107799	0.0306905	0.0486372	0.0864567	0.0708844	0.0525881	0.0512184	0.0595897	0.0523254	0.146543	0.116634	0.0524318	0.0702539	0.0630159	0.0569585	0.114647	0.0839735	0.0835064	0.0291766	0.0448561	0.0371401	0.00273513	0.0378	0.0373717	0.0366573	0.00179614	0.0124237	0.0015712	0.0165602	0.00893531	0.0327354	0.0146777	0.0117741	0.0157133	0.00687648	0.00900267	0.0144431	0.0148806	0.00897207	0.0139381	0.0076459	0.0143176	0.00775507	0.0452418	0.0403983	0.0350625	0.757723	0.0118246	0.0103268	0.0103581	0.00640117	0.00826696	0.0115063	0.00291825	0.0103522	0.0157648	0.00907617	0.0156302	0.0102997	0.0169597	0.0118523	0.00982826	0.00932801	0.00893198	0.0175757	0.00610498	0.0183181	0.0146319	0.00852387	0.0763564	0.0221919	0.0120486	0.0110937	0.0322893	0.00485543	0.0126192	0.01128	0.0254504	0.027441	0.0158217	0.0257231	0.0126136	0.0158249	0.0178115	0.00526866	0.00759334	0.0608015	0.0110462	0.0231904	0.0109631	0.00848599	0.0184466	0.0100204	0.0220248	0.00988299	0.0118719	0.0183052	0.0112604	0.00730074	0.0117905	0.00832338	0.00538742	0.0140341	0.00260657	0.014136	0.0495017	0.0235022	0.0272889	0.0198893	0.0192739	0.0228067	0.0062481	0.0165022	0.0329059	0.00872999	0.0205387	0.0204345	0.0161051	0.0141656	0.0478908	0.272046	0.261624	0.0344764	0.340687	0.0432756	0.368573	0.163924	0.129907	0.337596	7.279028
