Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
9700	-420873.3	-420865.8	-7.52187	0.0333045	0.0356637	0.0624229	0.0330988	0.0638386	0.0738097	0.0476946	0.0916493	0.068396	0.0487058	0.0474956	0.103082	0.0324912	0.0698841	0.0549628	0.082035	0.0952799	0.010198	0.0197685	0.014276	0.037581	0.00805099	0.00645382	0.00825524	0.0547697	0.00122971	0.0478411	0.0478879	0.0598289	0.0520008	0.0343827	0.0639176	0.0378763	0.0454229	0.0364664	0.0537368	0.0525029	0.0629931	0.0362388	0.0536969	0.0798325	0.0657382	0.0815923	0.0500089	0.0584787	0.0495983	0.0491977	0.00169427	0.0405395	0.0376435	0.0336614	0.102536	0.0304035	0.049038	0.0719481	0.0528467	0.0532435	0.061156	0.061676	0.139854	0.0493303	0.0736994	0.0540613	0.120864	0.0781808	0.0369829	0.0456958	0.00328119	0.0387595	0.037714	0.00152758	0.0706393	0.0766609	0.0849884	0.0924662	0.124264	0.0191496	0.00791957	0.0300282	0.0147659	0.012516	0.00536644	0.00756924	0.0348365	0.0119745	0.0228626	0.0630738	0.0161745	0.0221176	0.00407265	0.0128586	0.0114686	0.0182345	0.0118931	0.0154442	0.00962173	0.0142172	0.0232357	0.0185405	0.0275554	0.00888715	0.00943037	0.0366262	0.0127546	0.00814439	0.03192	0.0177577	0.0151996	0.0218026	0.00659943	0.00966745	0.0110122	0.015627	0.00894366	0.012725	0.0213493	0.00895719	0.00996995	0.00933732	0.0109797	0.0207833	0.0218955	0.0277128	0.0314121	0.00171007	0.660163	0.00900534	0.0164982	0.0135605	0.0102054	0.0216126	0.0127591	0.0463243	0.00781243	0.00752996	0.0139114	0.0107188	0.0110053	0.0460584	0.0684337	0.0163704	0.0152686	0.0118813	0.0100897	0.00653121	0.681668	0.0243366	0.00611646	0.000145988	0.0516355	0.252104	0.264441	0.0401744	0.349882	0.0417628	0.362146	0.15408	0.129767	0.354007	6.603701
9710	-420859.3	-420851.8	-7.458112	0.0333045	0.0356637	0.0712048	0.0358501	0.0638386	0.0725411	0.0537095	0.0890474	0.068396	0.0486672	0.0465058	0.107082	0.033915	0.0698841	0.0514873	0.082035	0.0952799	0.0110463	0.0197685	0.0159605	0.0404745	0.0104907	0.00645382	0.00830202	0.0487565	0.000808936	0.0457543	0.0478879	0.055189	0.0469543	0.0363411	0.0662797	0.0363142	0.0454229	0.037864	0.0545005	0.0525029	0.0629931	0.0362388	0.0534927	0.0776481	0.0698587	0.0827115	0.0447419	0.0588021	0.0494688	0.0434364	0.00147739	0.0377935	0.0387911	0.0307983	0.09763	0.0324234	0.0479963	0.0691552	0.0526197	0.0532435	0.061156	0.0596201	0.139854	0.0493303	0.0736994	0.0540613	0.130903	0.0781808	0.0421336	0.0447482	0.00323964	0.0344978	0.0364074	0.0022185	0.0706393	0.0766843	0.0849884	0.0922343	0.124264	0.0191496	0.00688019	0.0316061	0.0164811	0.010314	0.00595192	0.00758261	0.0348365	0.0103305	0.024032	0.0630738	0.0162857	0.0198441	0.00447824	0.0120666	0.010772	0.0155623	0.011881	0.0167929	0.00787908	0.0137197	0.0224965	0.0186791	0.0289923	0.0079447	0.0132524	0.0366262	0.0116012	0.00669271	0.029091	0.0164934	0.0133781	0.0235356	0.00674237	0.00918518	0.00872595	0.0132539	0.00858657	0.0113343	0.02165	0.00771027	0.00987348	0.0101057	0.0128104	0.0207833	0.0232971	0.028539	0.0340289	0.00199715	0.660163	0.00924652	0.0166004	0.0145824	0.0121829	0.0198409	0.0106377	0.0466628	0.00953137	0.00818416	0.0105688	0.00808944	0.013957	0.0462282	0.0707019	0.0163704	0.0148775	0.0156898	0.00927821	0.00845914	0.687357	0.0205219	0.00490001	0.000102313	0.0515352	0.251614	0.263927	0.0420403	0.349202	0.0416816	0.362913	0.152288	0.130042	0.354757	6.597326
9720	-420872.8	-420865.5	-7.322259	0.0333045	0.0369675	0.0677387	0.0349214	0.0629509	0.0696474	0.0536013	0.0862105	0.0658678	0.0486672	0.0440661	0.10453	0.0309235	0.0698841	0.0514873	0.0865337	0.0963693	0.0104888	0.0197685	0.0144039	0.0369076	0.00920491	0.00740307	0.00698557	0.0487565	0.000897498	0.0524251	0.0509692	0.056056	0.0470563	0.0364394	0.0691127	0.0397111	0.0476913	0.0370097	0.0548519	0.0525387	0.0697261	0.0387894	0.0517975	0.0776481	0.072559	0.0858812	0.0511862	0.0591547	0.0473938	0.0428382	0.0013112	0.0374367	0.0331487	0.0307983	0.09763	0.0290605	0.0467726	0.0701173	0.0524496	0.0543359	0.060156	0.0588347	0.141697	0.0465288	0.0729481	0.0540613	0.129751	0.0850712	0.0393451	0.0441832	0.00407376	0.0388961	0.0347504	0.0015831	0.059734	0.0795393	0.0849884	0.0938287	0.124264	0.0194271	0.00748556	0.0382942	0.0164811	0.010314	0.00618838	0.00651295	0.0348365	0.0111022	0.0231346	0.0631772	0.0166287	0.0205214	0.00426898	0.0120666	0.0146034	0.0146362	0.011039	0.0167117	0.0105979	0.0137197	0.0255472	0.0166988	0.0289923	0.00890876	0.0107645	0.0374268	0.0133015	0.00719082	0.0341961	0.0145418	0.0118234	0.020227	0.00594947	0.00968898	0.0110246	0.0160707	0.00738116	0.0134652	0.02165	0.00791866	0.00936848	0.0097618	0.0123747	0.0206706	0.0238371	0.0288242	0.0340289	0.0016594	0.660163	0.0100006	0.0155279	0.0160152	0.0106795	0.0198409	0.010227	0.0466628	0.00978363	0.00691327	0.0115692	0.00978158	0.00995168	0.0462282	0.065029	0.0163704	0.0158187	0.0140878	0.0118425	0.00982592	0.65809	0.0212562	0.00614815	0.000268777	0.0515352	0.251614	0.263927	0.0420403	0.349202	0.0416816	0.362913	0.152288	0.130042	0.354757	6.58374
9730	-420864.4	-420856.9	-7.529547	0.0333045	0.0369675	0.0677387	0.0369925	0.0627896	0.0785214	0.0536013	0.0940337	0.0704397	0.0473096	0.0491446	0.100246	0.0306682	0.0698841	0.0514873	0.0865337	0.095281	0.00909465	0.020324	0.015384	0.0375311	0.0100216	0.00712806	0.00864415	0.0487565	0.00111884	0.047723	0.047026	0.0563046	0.0470563	0.0364394	0.0626201	0.0382709	0.0479223	0.0402428	0.0521046	0.0525387	0.0642145	0.0400229	0.0517975	0.0849058	0.0700164	0.084057	0.0511862	0.0607338	0.052184	0.0450378	0.00130395	0.0374367	0.0368658	0.0340757	0.09763	0.0290605	0.0517035	0.0701173	0.0524496	0.0538769	0.064288	0.0588347	0.140205	0.0487208	0.0753987	0.0546999	0.128209	0.0795776	0.0380495	0.0466964	0.00325598	0.0417064	0.0381042	0.00233571	0.059734	0.0755195	0.086347	0.0929153	0.121333	0.0208726	0.00778395	0.0325392	0.0139727	0.0118692	0.00467387	0.00739407	0.0325736	0.00984168	0.0214118	0.0631772	0.0134592	0.0205941	0.00291962	0.0130436	0.0105137	0.0143894	0.012097	0.0167117	0.00955106	0.0151462	0.0204717	0.0172792	0.0312966	0.00869326	0.00940483	0.0361433	0.0114661	0.00828033	0.0343649	0.0138142	0.0110136	0.0204271	0.00565221	0.0081406	0.00944971	0.0181951	0.0090738	0.0131279	0.0247684	0.00995902	0.0109772	0.00916533	0.0129006	0.0206706	0.0203668	0.0288242	0.0327875	0.0016594	0.660163	0.010316	0.0165565	0.0166932	0.0120316	0.0201099	0.0112808	0.0449423	0.00803725	0.00773975	0.0125146	0.0123685	0.0105846	0.0462282	0.0736295	0.0156208	0.0167339	0.0172582	0.0115794	0.00780687	0.65809	0.0212562	0.00403251	0.00018455	0.0515352	0.251614	0.263927	0.0420403	0.349202	0.0416816	0.362913	0.152288	0.130042	0.354757	6.604469
9740	-420859.6	-420852.3	-7.253358	0.0337944	0.0389563	0.0671157	0.0352571	0.0632216	0.0771525	0.0521908	0.0936407	0.0682477	0.0490305	0.0445599	0.100246	0.0309598	0.0696813	0.0489265	0.0865337	0.0871247	0.0108937	0.0185892	0.0143213	0.036599	0.00946565	0.0069195	0.0085413	0.0487565	0.000681808	0.046099	0.0487908	0.0563046	0.0495239	0.0340423	0.0637478	0.037277	0.0470741	0.0382029	0.0521046	0.0542348	0.0664656	0.0400229	0.054045	0.0786255	0.0717755	0.0822613	0.0522659	0.0570924	0.0482675	0.0450378	0.00098614	0.0409408	0.0370389	0.0340757	0.0986842	0.028695	0.0468689	0.0677058	0.0507844	0.0538769	0.064288	0.0607557	0.140205	0.048854	0.0753987	0.0546999	0.128209	0.0813008	0.0405271	0.0466964	0.00307763	0.0381539	0.0343512	0.00234397	0.0695009	0.0755195	0.0860731	0.0909831	0.124541	0.019473	0.00827259	0.0331294	0.0139727	0.00996804	0.00496651	0.00656595	0.0319174	0.0123544	0.0202341	0.0619003	0.0160206	0.0204608	0.00343604	0.0134072	0.0105137	0.0141545	0.0126894	0.0167117	0.00934907	0.0144228	0.0215152	0.018139	0.0312966	0.0104847	0.0104805	0.0415558	0.013388	0.00836439	0.0297464	0.014347	0.0136781	0.0234625	0.00546888	0.00756337	0.0108119	0.0177372	0.00890234	0.0141342	0.021141	0.00937284	0.00962665	0.00958047	0.0113744	0.0197099	0.0218469	0.0288242	0.0335079	0.0023412	0.654118	0.01029	0.0165565	0.0132272	0.00953481	0.0201099	0.0115663	0.0483791	0.00772451	0.00653056	0.0137401	0.0136377	0.0140418	0.0449025	0.0716058	0.0141064	0.0167339	0.0125093	0.0120346	0.00709435	0.65973	0.0219247	0.00441646	0.000210153	0.0515352	0.251614	0.263927	0.0420403	0.349202	0.0416816	0.363419	0.151105	0.130223	0.355252	6.57685
9750	-420858.6	-420851	-7.634944	0.0313823	0.0389563	0.0716051	0.037938	0.0630031	0.0776218	0.0520215	0.0925487	0.0682477	0.0515026	0.0496382	0.106814	0.0313899	0.0696813	0.0555279	0.0884427	0.0965062	0.00876864	0.0207057	0.0157688	0.0384197	0.00906808	0.0055453	0.00772209	0.0501281	0.000983669	0.046099	0.0487908	0.056335	0.049148	0.0368454	0.0665644	0.0399146	0.0449399	0.0382029	0.056297	0.0542348	0.0684445	0.0391873	0.0477052	0.0786255	0.0732575	0.0783328	0.0512261	0.0570924	0.0515813	0.0449875	0.00179511	0.0384311	0.036385	0.0339064	0.0986842	0.031247	0.0468689	0.0726095	0.0534758	0.0523276	0.0629007	0.0584475	0.140205	0.0514541	0.0707533	0.0534345	0.128209	0.0820858	0.0405271	0.0466964	0.00325702	0.0392987	0.0361007	0.00179701	0.0695009	0.0755195	0.0863984	0.0906834	0.124541	0.0227316	0.00689917	0.0315935	0.0145992	0.0100566	0.0068975	0.00969191	0.0303197	0.0123544	0.0243255	0.061557	0.0160206	0.0223269	0.0038193	0.0114927	0.0117734	0.0139413	0.0131257	0.0153265	0.00784857	0.0144228	0.0252443	0.0171261	0.0278835	0.00956292	0.0113371	0.0361856	0.0119206	0.00844275	0.0297464	0.0135554	0.0126874	0.0234625	0.00738956	0.0101099	0.0105731	0.015502	0.0093318	0.0121507	0.0186387	0.00928255	0.0083703	0.00757692	0.0117305	0.0221674	0.0202183	0.029152	0.032197	0.00235744	0.658907	0.00826707	0.0163604	0.0163679	0.0122195	0.0179647	0.011682	0.0466609	0.00922747	0.00733412	0.0107583	0.0112925	0.0130126	0.0407494	0.0717	0.0167439	0.0167339	0.0151672	0.0103234	0.00559312	0.65973	0.0216113	0.00586519	0.000419658	0.051349	0.250705	0.25904	0.0494821	0.347941	0.0414829	0.363419	0.151105	0.130223	0.355252	6.615009
9760	-420861.2	-420853.7	-7.413267	0.0322011	0.0389563	0.0716051	0.037938	0.0630031	0.0776218	0.0520215	0.0837668	0.0652516	0.0452865	0.0496382	0.103966	0.0332438	0.0703258	0.0555279	0.0841893	0.0965062	0.00869189	0.0178251	0.0132857	0.0384197	0.010776	0.0066979	0.008289	0.0475737	0.0013228	0.0476842	0.046196	0.0538824	0.0462296	0.0368454	0.0665644	0.040194	0.0486334	0.0365794	0.0549313	0.0509653	0.0676082	0.0410162	0.047429	0.0786255	0.0661015	0.0783328	0.0495473	0.0572045	0.0483362	0.0449875	0.00136406	0.0360368	0.0337223	0.0342401	0.0986842	0.0310012	0.0510138	0.0663173	0.055474	0.0523436	0.0629007	0.0584475	0.141719	0.0514541	0.0766537	0.0531237	0.128209	0.0820858	0.0403064	0.0466964	0.00286399	0.0365238	0.0388794	0.00246562	0.0699801	0.0704821	0.0881793	0.0927297	0.129301	0.0197529	0.00685529	0.0307546	0.0166848	0.0103566	0.00528567	0.00867064	0.0320973	0.0109814	0.0243255	0.0613663	0.0172328	0.0224701	0.00399206	0.0125482	0.0121474	0.015237	0.0111618	0.0182007	0.0116019	0.0134516	0.0255958	0.017035	0.0278835	0.00690039	0.0109444	0.036675	0.0103732	0.00684836	0.0315517	0.0148229	0.0127377	0.0228101	0.00703943	0.00872113	0.0105731	0.0147415	0.00838588	0.00953277	0.0230672	0.0107389	0.00924908	0.0101221	0.011212	0.0221674	0.0236162	0.02844	0.0330492	0.00250937	0.658907	0.00664586	0.0160768	0.0146506	0.0152129	0.020595	0.0113699	0.0500555	0.01056	0.00657979	0.0136329	0.0099458	0.0118358	0.0507613	0.0658063	0.014842	0.0167075	0.0111769	0.0116438	0.0090967	0.66342	0.0213688	0.00405304	0.000353883	0.0521249	0.2505	0.258828	0.0494417	0.347656	0.041449	0.363419	0.151105	0.130223	0.355252	6.592841
9770	-420872.9	-420865.4	-7.497608	0.0324568	0.0416942	0.0695016	0.0379889	0.0662246	0.0725714	0.053563	0.0837668	0.0692248	0.0431675	0.0454495	0.103966	0.0336125	0.07	0.0523228	0.0843651	0.0935707	0.00961486	0.0208793	0.0145662	0.0391917	0.00713165	0.00638767	0.00697604	0.0483964	0.00114376	0.0527173	0.049061	0.0590628	0.0462296	0.0362866	0.065171	0.0382831	0.0469282	0.0365794	0.0521943	0.052107	0.0667351	0.0368131	0.05056	0.0786255	0.0693423	0.0801169	0.0495473	0.0568757	0.0524392	0.0425368	0.000980643	0.0360368	0.0353066	0.0315289	0.0986842	0.0291883	0.0487614	0.0648944	0.0546033	0.0523436	0.0595507	0.0597409	0.144166	0.0514541	0.0744538	0.0545651	0.130942	0.0820858	0.0374814	0.043152	0.00303224	0.0365238	0.0361952	0.00190816	0.0666894	0.074044	0.0881793	0.0942147	0.130311	0.021287	0.00685529	0.0308502	0.0151234	0.0100339	0.00492215	0.00817785	0.0320973	0.0112763	0.0248057	0.0708822	0.0176582	0.0194617	0.00319692	0.0117529	0.0130375	0.0128812	0.0107999	0.0176055	0.00866865	0.0143669	0.0201783	0.0178065	0.0292742	0.00645012	0.0123915	0.037826	0.0141725	0.00894883	0.0311465	0.0151514	0.0117319	0.0238951	0.00778578	0.0105772	0.0103464	0.0169348	0.00842529	0.0121793	0.0243605	0.00888182	0.0112376	0.00929059	0.0102638	0.0221451	0.0230774	0.0279427	0.0349741	0.00277995	0.658907	0.00704514	0.0163437	0.0165734	0.0115049	0.020595	0.0107734	0.0482102	0.00903814	0.0106417	0.0115641	0.0143622	0.011947	0.0507613	0.070463	0.017738	0.0158278	0.00989119	0.0098688	0.00645871	0.66342	0.0238698	0.0025284	6.26101e-05	0.0521249	0.2505	0.258828	0.0494417	0.347656	0.041449	0.363419	0.151105	0.130223	0.355252	6.601275
9780	-420860.9	-420853.4	-7.559686	0.0324618	0.0376067	0.0695016	0.0350394	0.0640502	0.0806054	0.053563	0.0837668	0.0692248	0.0466153	0.0456274	0.102417	0.0336125	0.0718647	0.0523228	0.0849509	0.0935707	0.00961486	0.0208793	0.0146418	0.0408403	0.00894391	0.00815566	0.00797475	0.0512071	0.000837085	0.0471997	0.049061	0.0596269	0.0462296	0.0404991	0.0638955	0.0382831	0.0490955	0.037531	0.0580453	0.053169	0.0667351	0.0399485	0.0496129	0.0786255	0.0693423	0.0801169	0.0472317	0.0588742	0.0525118	0.0409901	0.0015343	0.0366919	0.0369104	0.0315289	0.103702	0.0292032	0.0448304	0.0648944	0.0531445	0.0523436	0.0632205	0.0597409	0.144394	0.0474756	0.0744538	0.0523162	0.130942	0.0833316	0.0374423	0.043105	0.00292256	0.0365238	0.0375528	0.00165412	0.0695508	0.0760204	0.0881793	0.0947073	0.115478	0.0204747	0.00617255	0.0350204	0.0160966	0.0107494	0.00390459	0.00741731	0.0320973	0.0125305	0.0231972	0.0655537	0.0157768	0.0233323	0.00412928	0.0118786	0.0095461	0.0145861	0.0147923	0.0166242	0.00843246	0.0137272	0.0213384	0.017152	0.0280892	0.00895146	0.0128368	0.0373097	0.014184	0.00643254	0.0301826	0.0134746	0.015622	0.0249725	0.0058982	0.0101017	0.0100936	0.0160163	0.00954522	0.0128383	0.0235636	0.00831993	0.00956414	0.00929059	0.0108295	0.0204655	0.02417	0.0279427	0.0349764	0.00308794	0.658907	0.00765291	0.0171331	0.0153921	0.0122534	0.0179465	0.0112813	0.0482102	0.00865792	0.00826193	0.0131153	0.0111478	0.0140309	0.0478369	0.070463	0.017738	0.0146952	0.00962796	0.0114602	0.00679581	0.66342	0.0213022	0.00651877	2.94877e-05	0.052441	0.252019	0.260398	0.0436775	0.349764	0.0417003	0.363419	0.151105	0.130223	0.355252	6.607483
9790	-420855.9	-420847.9	-8.005367	0.0318537	0.0403477	0.0652081	0.0368471	0.0622331	0.0790616	0.053563	0.0863299	0.0692248	0.0491474	0.0466011	0.108649	0.0312639	0.0682626	0.0534284	0.0791169	0.0905835	0.00986831	0.022181	0.015051	0.0373438	0.00894391	0.00655063	0.00738284	0.0510545	0.00121437	0.0471997	0.0477263	0.0561175	0.0529986	0.0369521	0.0638955	0.0382831	0.0490955	0.037531	0.0532637	0.0532369	0.0667351	0.0393615	0.0489872	0.0786255	0.070024	0.0824874	0.0472317	0.0588742	0.0511647	0.0421227	0.000839008	0.0392543	0.0372211	0.0303758	0.104076	0.0312196	0.0500573	0.0702949	0.0531445	0.053331	0.0654372	0.0578664	0.144394	0.0460577	0.0744538	0.0523162	0.130942	0.0815065	0.0390464	0.0438638	0.00304078	0.0365238	0.036387	0.00144468	0.0731981	0.0742603	0.0825603	0.0947073	0.132405	0.0206118	0.00688487	0.0315173	0.0158385	0.0113344	0.00470513	0.00899555	0.0324156	0.0129687	0.0210606	0.0648883	0.0160445	0.0233938	0.00464644	0.0117596	0.0112432	0.0133314	0.0132184	0.0166242	0.00734653	0.0137272	0.0246742	0.0173568	0.0280892	0.0101738	0.00957798	0.0383579	0.0128998	0.00793943	0.0301826	0.0134356	0.0148755	0.0249725	0.00554445	0.0104088	0.00901256	0.0173573	0.0108324	0.0118998	0.0235636	0.00872726	0.00913544	0.0105114	0.0124682	0.0176488	0.020276	0.0270163	0.0349764	0.00224416	0.658907	0.00687197	0.0167279	0.0165568	0.0113833	0.0235796	0.0105125	0.0498057	0.00799396	0.00643046	0.0143527	0.0127802	0.0117273	0.0478369	0.067603	0.017738	0.0163317	0.0105274	0.0123915	0.00808401	0.697778	0.0220287	0.00390091	3.7109e-05	0.0525186	0.252392	0.260783	0.0422622	0.350282	0.041762	0.363419	0.151105	0.130223	0.355252	6.652051
9800	-420860.2	-420852.7	-7.480678	0.0318537	0.039556	0.067468	0.034988	0.0637914	0.0719698	0.0537441	0.0873626	0.0668118	0.0447208	0.0447796	0.0992081	0.0312639	0.0714023	0.0541576	0.0856637	0.08577	0.00960852	0.0221111	0.015051	0.0373438	0.0097468	0.00723229	0.0078596	0.05224	0.000694086	0.0470065	0.0477263	0.0561175	0.0497171	0.0375851	0.0631581	0.0382831	0.0460925	0.0367176	0.0568967	0.0503172	0.0667351	0.0393615	0.0530964	0.0786255	0.0711144	0.0837703	0.0442853	0.061671	0.0511647	0.0449991	0.000938298	0.0392543	0.0372211	0.0301199	0.104076	0.0332898	0.0451533	0.0702949	0.0562899	0.053331	0.0644224	0.0597428	0.144394	0.0460973	0.0767203	0.0523162	0.127554	0.0815065	0.0390464	0.0456923	0.00341471	0.03518	0.036387	0.00201279	0.0612966	0.0782727	0.0871145	0.0947073	0.118957	0.0207207	0.00618163	0.0322314	0.0134088	0.00941712	0.00631649	0.00703711	0.0315857	0.0111021	0.025114	0.0596656	0.0163922	0.0223177	0.004009	0.0126267	0.0112432	0.0156562	0.0104708	0.0147375	0.00950398	0.0153979	0.0227817	0.0171984	0.0317395	0.010999	0.0109542	0.0357827	0.0123995	0.00847141	0.0277677	0.0147787	0.0144423	0.0227442	0.00558706	0.00734355	0.00872346	0.0173573	0.00947892	0.00964147	0.0242333	0.00830233	0.0106149	0.00893125	0.0119408	0.0225482	0.0207632	0.0308547	0.03375	0.00197752	0.648548	0.00687197	0.0158426	0.0134277	0.0111772	0.0206951	0.0108675	0.0500265	0.00840917	0.0085734	0.0140281	0.0104993	0.0137039	0.0464151	0.0695159	0.0158058	0.0166836	0.0146651	0.00996681	0.00704837	0.697778	0.0220515	0.00406579	3.09963e-05	0.0525186	0.252392	0.260783	0.0422622	0.350282	0.041762	0.363419	0.151105	0.130223	0.355252	6.599582
9810	-420867	-420859.1	-7.88118	0.0338819	0.0405326	0.067468	0.0327039	0.0608077	0.073339	0.0502376	0.0870436	0.0704963	0.0464055	0.0483963	0.105477	0.0312639	0.0714023	0.0517859	0.0875633	0.0865288	0.0104124	0.0214517	0.0134301	0.0373438	0.00942483	0.00701952	0.00811569	0.05224	0.00115791	0.0487639	0.04755	0.0588812	0.0497171	0.0406269	0.0631581	0.0372597	0.0491572	0.0372854	0.0568967	0.0503172	0.0667351	0.0393424	0.0500015	0.085821	0.0739755	0.0837703	0.0478519	0.0608508	0.0504582	0.0452779	0.00127937	0.0392543	0.0372211	0.0297277	0.100849	0.0314884	0.0484128	0.0637104	0.0573894	0.053331	0.0644224	0.0619957	0.144394	0.0517079	0.0772112	0.0510543	0.127554	0.0798804	0.0379833	0.0434776	0.00264812	0.0361061	0.036387	0.00218517	0.0662385	0.078334	0.0871145	0.0963279	0.118957	0.0211153	0.00676099	0.0322314	0.0134088	0.00987818	0.00414583	0.00816978	0.0310155	0.0124285	0.021237	0.0660621	0.0145405	0.0194514	0.00320773	0.0136904	0.013259	0.0142609	0.00827444	0.0143287	0.00950398	0.0137434	0.0219433	0.0167365	0.0278881	0.00870096	0.010711	0.0357827	0.0123104	0.00899955	0.0336702	0.0150218	0.0146043	0.0226725	0.00623339	0.00854175	0.00931408	0.0148722	0.0113452	0.0131049	0.0223418	0.0101322	0.00896576	0.00949091	0.0103279	0.0207843	0.0221985	0.0274565	0.0366303	0.00250592	0.667604	0.0089655	0.0153018	0.0152028	0.0113278	0.0206951	0.0102129	0.0500265	0.00746606	0.00719428	0.0114541	0.0109601	0.0115357	0.0464151	0.070164	0.0149058	0.0166397	0.0112625	0.00996681	0.00995951	0.697778	0.0197206	0.00455436	4.88682e-05	0.0521771	0.252455	0.259088	0.0444303	0.348004	0.0438463	0.362859	0.151238	0.130338	0.355564	6.639632
9820	-420865.5	-420857.8	-7.615198	0.032727	0.0387181	0.067468	0.0368461	0.0619152	0.07744	0.0523185	0.0888378	0.0648436	0.0469766	0.0483963	0.105477	0.0328827	0.0714023	0.0514605	0.0863798	0.0927243	0.00896796	0.0172882	0.0139628	0.0351793	0.00927783	0.00798141	0.00715472	0.05224	0.00135111	0.0454083	0.0458483	0.0588812	0.0497171	0.0340809	0.0630363	0.0396935	0.0491572	0.0371599	0.05238	0.0504706	0.0667351	0.0395257	0.0503808	0.0775817	0.0699699	0.0729888	0.0488722	0.0606915	0.0504582	0.0434318	0.000598417	0.0392543	0.0357973	0.0302852	0.100849	0.0281396	0.0489405	0.0637104	0.0573894	0.0504064	0.0669334	0.0619957	0.138207	0.0473071	0.0772112	0.0510543	0.127554	0.0798804	0.0375951	0.0465771	0.00215223	0.0382156	0.0342259	0.00237103	0.0632573	0.077595	0.0850101	0.0964669	0.12251	0.020918	0.0067575	0.0304448	0.0166075	0.0129857	0.00465178	0.00677347	0.0302201	0.0100741	0.0234074	0.0660621	0.0169153	0.0208781	0.00330784	0.0122589	0.0147073	0.0169753	0.0135102	0.01765	0.00818122	0.0146231	0.0248033	0.0169313	0.0296545	0.00983539	0.011417	0.0357827	0.0143079	0.00785623	0.0316557	0.0165678	0.0139844	0.0270198	0.00728655	0.00854175	0.00956852	0.0142767	0.00925899	0.0124939	0.0223418	0.0101322	0.00840007	0.00919211	0.00973423	0.0210651	0.0221985	0.0267829	0.0294414	0.00250592	0.664824	0.00891528	0.0156262	0.0137851	0.0103085	0.0184669	0.012138	0.0500265	0.00960549	0.00791355	0.01013	0.0109601	0.0132098	0.0464151	0.070164	0.0187879	0.017313	0.0109533	0.0123835	0.00868166	0.697778	0.021621	0.00387383	3.15129e-05	0.0515334	0.252626	0.259264	0.0444605	0.348241	0.043876	0.362859	0.151238	0.130338	0.355564	6.613034
