Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	bl[190]	bl[191]	bl[192]	bl[193]	bl[194]	bl[195]	bl[196]	bl[197]	bl[198]	bl[199]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
4320	-553405.2	-553359.3	-45.89128	0.0749954	0.0317834	0.038215	0.086264	0.0421783	0.05015	0.0330193	0.0627268	0.0771097	0.0539963	0.100339	0.0648767	0.0486542	0.0589955	0.0491533	0.108901	0.0222784	0.0245246	0.0694896	0.0556157	0.0856041	0.0938308	0.107155	0.0102979	0.0186154	0.0140952	0.043134	0.00923469	0.00725568	0.0022234	0.00919481	0.0187458	0.0538378	0.000636421	0.0652662	0.0467141	0.0529656	0.053073	0.105847	0.0557374	0.0415079	0.0424806	0.0343188	0.0516643	0.0416477	0.0659404	0.0416983	0.0450986	0.0383983	0.0579148	0.0488563	0.0268408	0.0654138	0.0222694	0.0500469	0.0576472	0.054095	0.0701201	0.0556268	0.0530356	0.060297	0.047087	0.048428	0.00149021	0.0895961	0.0387117	0.0358256	0.0318027	0.065587	0.0884425	0.106958	0.0296748	0.0503016	0.0916712	0.076134	0.0536781	0.0515612	0.0650985	0.0552132	0.136613	0.119279	0.0486032	0.0803973	0.0647227	0.0542127	0.118215	0.0797897	0.0804562	0.0316937	0.0458501	0.0364124	0.00276539	0.0393727	0.0346353	0.0368098	0.0018459	0.0748975	0.0667347	0.0913316	0.0936063	0.130563	0.0132987	0.0103617	0.0673794	0.0410075	0.0142191	0.0105633	0.00730668	0.0171058	0.0114057	0.0310371	0.012362	0.00695175	0.0352159	0.0182272	0.0145763	0.0167526	0.0204347	0.00563587	0.0108234	0.0101622	0.0137654	0.0167862	0.00311204	0.0114076	0.00143559	0.0225251	0.0183164	0.618583	0.0189851	0.0132955	0.0118475	0.042368	0.0149846	0.00280607	0.0170785	0.0396004	0.00882855	0.0137686	0.0252917	0.0119933	0.016723	0.0107499	0.0109679	0.0124793	0.00726379	0.0211122	0.024232	0.0176553	0.014444	0.0172224	0.0334065	0.0147152	0.0142508	0.00731777	0.017121	0.0112207	0.0167296	0.00280753	0.00958801	0.0137188	0.0105846	0.0108532	0.0247881	0.0373221	0.0168545	0.0238336	0.015555	0.00807488	0.0062592	0.0182834	0.0252542	0.00819993	0.0120365	0.0125918	0.00738514	0.0129643	0.00798275	0.00699514	0.00890989	0.0143463	0.0497581	0.00844738	0.024668	0.0317754	0.0168175	0.0206858	0.0690017	0.0061254	0.0191404	0.0305466	0.00798087	0.0296085	0.0286551	0.00834503	0.00261389	0.648678	9.06499e-05	0.0228411	2.077067	0.393308	0.1165	0.085426	0.404765	8.437904
4330	-553388.6	-553342.5	-46.07559	0.0749954	0.0330798	0.038215	0.0802442	0.0421783	0.0472679	0.0317266	0.0627268	0.0777038	0.051852	0.096172	0.0663666	0.0486542	0.0582527	0.0503495	0.103701	0.0238409	0.0244275	0.0676293	0.0556157	0.0856041	0.0923036	0.107876	0.00922048	0.0211507	0.0140952	0.0408959	0.00921835	0.00626759	0.0019387	0.00805354	0.0177886	0.0531005	0.000888615	0.0605519	0.0465501	0.046535	0.0600398	0.105847	0.0590767	0.043368	0.0424806	0.0356877	0.0500074	0.0416477	0.0607424	0.0399259	0.0479051	0.0374879	0.0574022	0.0522015	0.0227571	0.066872	0.0206586	0.0500469	0.0606343	0.054095	0.0762452	0.0629975	0.052312	0.0585868	0.047374	0.048428	0.000695859	0.0895961	0.0370775	0.037429	0.0322381	0.065587	0.0884425	0.106958	0.0310266	0.0472989	0.0914914	0.076134	0.054595	0.0522189	0.0650985	0.0552132	0.136164	0.113861	0.0481663	0.0773981	0.0662072	0.0581098	0.110237	0.0837087	0.0817138	0.0317942	0.0450387	0.0366799	0.00271217	0.0376456	0.0378689	0.0357483	0.00133388	0.0700957	0.0721825	0.0913316	0.0936063	0.130563	0.0139302	0.0112996	0.0652135	0.0373099	0.0169042	0.00927168	0.0111351	0.013857	0.0107159	0.0376401	0.0108397	0.00698575	0.0390617	0.0166221	0.0164297	0.0154565	0.0192078	0.00748454	0.00981592	0.00960017	0.0132243	0.0153437	0.0042134	0.0123057	0.00247186	0.0219186	0.0210037	0.636639	0.0228464	0.0173253	0.0127462	0.0446572	0.0155079	0.00234804	0.0157191	0.0396004	0.00863898	0.0129108	0.0244123	0.0136576	0.016723	0.013104	0.00886711	0.0105059	0.00845132	0.0193102	0.0242476	0.0203967	0.0159682	0.0164812	0.0347786	0.0130889	0.0102172	0.00731237	0.0155808	0.0103901	0.0149844	0.00308894	0.00875507	0.0149834	0.0118101	0.0108471	0.0257609	0.0348374	0.0157265	0.0254722	0.0155707	0.0101477	0.00764432	0.0182834	0.0214597	0.00763008	0.0120365	0.0136252	0.00618151	0.0126641	0.00685322	0.00892331	0.00896939	0.0130931	0.0497581	0.0112986	0.0235793	0.0300032	0.0167902	0.0200376	0.0735952	0.0057769	0.0208396	0.0332253	0.00984067	0.0274331	0.025161	0.00834503	0.00452233	0.657065	4.84951e-05	0.0228411	2.077067	0.393308	0.1165	0.085426	0.404765	8.456335
4340	-553395.4	-553350.1	-45.29591	0.0738097	0.0307686	0.0352771	0.0802442	0.0404313	0.0506275	0.0314381	0.0606969	0.0802555	0.0524727	0.0962003	0.0621918	0.0486542	0.0604742	0.0503495	0.103701	0.0225183	0.0216814	0.0703682	0.0546611	0.0854678	0.0923036	0.102065	0.0100411	0.0194857	0.0154179	0.0370886	0.00993519	0.00649405	0.00199274	0.00829646	0.0190501	0.0519565	0.00110736	0.0601558	0.0448327	0.0498115	0.0526379	0.105847	0.0536088	0.0447092	0.0441393	0.0356877	0.0536715	0.0424017	0.0637702	0.0384992	0.0478825	0.0348213	0.0597628	0.0514297	0.024993	0.0626677	0.0206586	0.0500469	0.0602254	0.054095	0.074431	0.0584647	0.052312	0.0585868	0.045249	0.0456405	0.00098869	0.0895961	0.0375102	0.0368067	0.0332829	0.0658184	0.0884425	0.108141	0.0310266	0.051728	0.0929537	0.075845	0.0536057	0.0522189	0.067428	0.0552132	0.135419	0.122778	0.0481663	0.0788309	0.0645387	0.0558154	0.110237	0.0837087	0.0817138	0.0291589	0.0461282	0.0366799	0.00250776	0.0358333	0.0352851	0.0357483	0.0010658	0.0700957	0.0721825	0.0884087	0.0936063	0.128309	0.0112888	0.0101983	0.0652135	0.0392517	0.0142786	0.009502	0.0105339	0.0145891	0.012564	0.0352415	0.0118723	0.00824889	0.0366292	0.0182069	0.0152118	0.0168244	0.0166732	0.00637383	0.0121021	0.010379	0.0148276	0.0172045	0.00506674	0.00905054	0.00120253	0.0199351	0.02	0.636639	0.0224622	0.0161341	0.00928259	0.0447074	0.0163475	0.00238982	0.0121645	0.0396004	0.00895962	0.0125333	0.0223667	0.013212	0.0177801	0.0114477	0.0109242	0.0120051	0.0078097	0.0204102	0.0242476	0.0166613	0.0158203	0.0161975	0.0332205	0.0130219	0.015238	0.00724527	0.0158635	0.013753	0.0153801	0.00290737	0.00934944	0.0140914	0.0110985	0.0113061	0.0257609	0.0348374	0.0157453	0.0219183	0.0148104	0.0110384	0.00624221	0.0160038	0.022819	0.00732886	0.0115109	0.0117044	0.00682706	0.0110593	0.00744389	0.00822789	0.00789151	0.0113265	0.047973	0.0110635	0.0208391	0.0285811	0.0177572	0.0169727	0.0730565	0.00527094	0.0203318	0.0332253	0.00862001	0.0239703	0.0282869	0.00659446	0.00485885	0.643457	6.7781e-05	0.0228411	2.097158	0.393308	0.1165	0.085426	0.404765	8.376696
4350	-553405.5	-553359.7	-45.82847	0.0736138	0.0341231	0.0400877	0.0802442	0.0405077	0.0489305	0.0435916	0.071466	0.075775	0.0496833	0.0931324	0.0690058	0.0486542	0.0571678	0.0460631	0.103701	0.0229662	0.0229693	0.0694706	0.0555641	0.0868181	0.0941194	0.102065	0.00979577	0.0183637	0.0159323	0.0370886	0.00990631	0.00579962	0.00127933	0.00745956	0.0190501	0.0519565	0.000778409	0.0601558	0.0473317	0.0498115	0.0591164	0.10542	0.0555598	0.0445384	0.0441393	0.0356877	0.0522856	0.0424017	0.0658052	0.0393018	0.0449437	0.035584	0.0532642	0.0522874	0.0222471	0.0667673	0.0235402	0.0478355	0.0586405	0.054095	0.0672812	0.0584647	0.052312	0.0626146	0.0481872	0.0478741	0.000853516	0.0818498	0.0367913	0.0344232	0.034995	0.0641921	0.0868053	0.108141	0.0320853	0.051728	0.0834966	0.0721914	0.0554129	0.0522189	0.0631517	0.0565595	0.135419	0.117716	0.0499243	0.0788309	0.0645387	0.0591328	0.119235	0.0843961	0.0817138	0.0308103	0.0452613	0.0379107	0.003027	0.0373216	0.037898	0.0441567	0.00196765	0.0700957	0.0721825	0.0884087	0.0936063	0.128309	0.0115192	0.0109485	0.0604278	0.0406368	0.0143441	0.00958504	0.0109712	0.014945	0.0119683	0.0352415	0.0118276	0.00792082	0.0372994	0.0139235	0.0147902	0.0168244	0.0153037	0.00499623	0.0118739	0.00823644	0.0148276	0.0172608	0.00415287	0.0111108	0.00156761	0.0243762	0.02405	0.636639	0.0205415	0.0161341	0.01174	0.0447074	0.0137985	0.00280215	0.017673	0.0392242	0.00966756	0.0113951	0.025738	0.0133719	0.0196894	0.0113836	0.00827739	0.0108312	0.00709538	0.0184437	0.0243045	0.0171615	0.011391	0.0164082	0.0336429	0.011353	0.0155341	0.00761705	0.0151036	0.0138057	0.0170025	0.0036928	0.00900739	0.0140914	0.0132086	0.0119172	0.0297079	0.0377516	0.0176479	0.0221351	0.0145519	0.0120324	0.00745815	0.017148	0.023888	0.00922328	0.0137041	0.0146453	0.00641355	0.0131634	0.00740867	0.00706893	0.00785833	0.0112225	0.0504417	0.00988218	0.023361	0.0289262	0.0205356	0.0176174	0.0697546	0.00700668	0.0203318	0.0305158	0.00862001	0.026334	0.0256823	0.00691254	0.00709554	0.643457	0.000230168	0.0235142	2.097158	0.393308	0.1165	0.085426	0.404765	8.429953
4360	-553396	-553350.3	-45.66154	0.0736138	0.0311059	0.0388633	0.0802442	0.044701	0.0511958	0.0376086	0.0692242	0.075775	0.0515475	0.0931324	0.0679427	0.0486542	0.0571678	0.0460631	0.106237	0.0216836	0.0229693	0.0698939	0.0555641	0.0851796	0.0887847	0.102798	0.00829829	0.0177388	0.0170561	0.0370886	0.0101969	0.00678205	0.00190095	0.00811845	0.0186588	0.0519565	0.000838734	0.0601558	0.0463915	0.0498115	0.0590042	0.10542	0.0555598	0.0393051	0.0432831	0.0356877	0.050016	0.0415496	0.0658052	0.0393018	0.0449437	0.0356352	0.0532642	0.0528808	0.0254314	0.0642061	0.0198454	0.048844	0.0580771	0.0556289	0.0747055	0.0584647	0.0521731	0.0626146	0.049528	0.0438169	0.00142624	0.0885376	0.0368498	0.0401086	0.0297216	0.061557	0.0881636	0.108141	0.0297542	0.0494987	0.092958	0.0721914	0.0522193	0.0565513	0.0631517	0.0565595	0.135419	0.115878	0.0483058	0.0764978	0.0645387	0.0591328	0.115699	0.086085	0.0817138	0.0308103	0.0471098	0.0363664	0.00313143	0.0383159	0.0379474	0.0381412	0.00243614	0.0700957	0.0721825	0.0884087	0.0936063	0.12835	0.0107973	0.0107406	0.0644257	0.0406368	0.0143441	0.00990831	0.00876318	0.0138197	0.0105558	0.0388084	0.0132019	0.00868329	0.0329472	0.0176682	0.0145666	0.0181209	0.0207305	0.00603859	0.0112992	0.00894539	0.012989	0.0156141	0.00299192	0.0128341	0.00209346	0.0211812	0.0245768	0.634714	0.0243952	0.0152226	0.0118531	0.0447074	0.0122987	0.00206386	0.0146643	0.0432728	0.00980855	0.0109465	0.0225341	0.0123601	0.017825	0.0121476	0.00929224	0.0129034	0.00695642	0.0190873	0.0240325	0.0135846	0.0148151	0.0158599	0.035575	0.0128566	0.0154853	0.00643457	0.0112354	0.0126171	0.0165379	0.00277578	0.00917022	0.0155617	0.0114437	0.0119172	0.0268169	0.0355148	0.0161007	0.0221351	0.0162284	0.0124762	0.0055858	0.0184548	0.0269298	0.00782023	0.0133342	0.0122867	0.00719094	0.013101	0.00931991	0.00736445	0.00835751	0.0121217	0.0514927	0.00983429	0.0220489	0.0289566	0.0201783	0.0185428	0.0743374	0.00616019	0.0182555	0.0315269	0.00979402	0.028472	0.0265647	0.00593596	0.00422987	0.643457	0.000254774	0.0203448	2.097158	0.393308	0.1165	0.085426	0.404765	8.413259
4370	-553395.1	-553349.7	-45.44092	0.0738515	0.0287095	0.0388633	0.0802442	0.044701	0.0518863	0.035377	0.0677438	0.0733853	0.0522833	0.0879605	0.0679427	0.0479153	0.0594806	0.0519905	0.106237	0.0232712	0.0229693	0.0688883	0.0568256	0.0851796	0.0887847	0.102798	0.00882529	0.0218642	0.0163466	0.0370886	0.0101675	0.006616	0.00233127	0.0083844	0.0188014	0.0519565	0.000964817	0.0601558	0.0425044	0.0498115	0.0590042	0.106764	0.0555598	0.0374471	0.0423712	0.0356877	0.050016	0.0415496	0.0658052	0.0413075	0.0480781	0.0349123	0.0564251	0.0537432	0.0234546	0.0639685	0.0209972	0.048844	0.0584139	0.0556289	0.0681505	0.0559022	0.0565174	0.0579051	0.0470526	0.0478861	0.00104136	0.0946853	0.0368498	0.0335992	0.0349256	0.061557	0.0881636	0.10862	0.0315861	0.0502657	0.0893234	0.0721914	0.0508012	0.0561371	0.064276	0.0543224	0.135419	0.117509	0.0533799	0.0776386	0.0645387	0.0591328	0.115699	0.0841684	0.0817138	0.0312783	0.0456012	0.0354149	0.0025233	0.0383159	0.0355629	0.0398985	0.00182461	0.0727567	0.0690336	0.0884087	0.101414	0.124607	0.0120049	0.00896461	0.0613381	0.0406368	0.0137498	0.00901158	0.00819651	0.0145419	0.00826708	0.0388084	0.0132207	0.00683519	0.0379751	0.0177428	0.0149264	0.0164635	0.0177123	0.00589952	0.00986567	0.0104293	0.0146542	0.0150705	0.00574261	0.0143439	0.00200594	0.0242203	0.0230519	0.634714	0.0226357	0.0175308	0.0121662	0.0490327	0.0141243	0.00288754	0.0162002	0.0390082	0.00800148	0.0124527	0.0225341	0.0127981	0.01601	0.0123777	0.00943251	0.0118377	0.00774206	0.020003	0.0227701	0.0154656	0.0150744	0.0202184	0.0313556	0.0128065	0.0137251	0.0080307	0.0165365	0.0119332	0.0138253	0.00364396	0.0104241	0.014414	0.0125441	0.0104159	0.0268169	0.0329208	0.0174334	0.0221351	0.016221	0.0110943	0.00600363	0.0184548	0.0234401	0.00774925	0.0109844	0.0135576	0.00697513	0.0115715	0.0113216	0.00555327	0.00713505	0.0118071	0.048982	0.00881107	0.0215816	0.0289566	0.0163231	0.019321	0.0743374	0.006043	0.023619	0.0323436	0.00982852	0.0264671	0.0247781	0.00636365	0.00268744	0.631422	0.000130323	0.0203448	2.056938	0.393792	0.116644	0.084301	0.405263	8.394549
4380	-553412.8	-553367	-45.83086	0.0738515	0.0326454	0.0398582	0.0802442	0.0413559	0.0506933	0.0360705	0.0677438	0.0781618	0.0515297	0.0958265	0.0679427	0.0452636	0.0627518	0.0519905	0.106237	0.0245327	0.0230365	0.0688883	0.0540574	0.0849541	0.0875083	0.103907	0.0105671	0.0212539	0.0164096	0.0370886	0.0103251	0.00633791	0.00181386	0.00832137	0.019233	0.0519565	0.000958555	0.0629729	0.0473736	0.0498115	0.0584592	0.104816	0.059552	0.0412503	0.0457582	0.0320582	0.050016	0.0429376	0.0656799	0.034511	0.0474892	0.0400006	0.0588119	0.0540105	0.0234546	0.0654895	0.0234719	0.0466751	0.0584139	0.053686	0.069809	0.0559022	0.0514707	0.0579051	0.050801	0.0478861	0.00114272	0.0946853	0.0397778	0.0342882	0.0306571	0.061557	0.0881636	0.107902	0.0321095	0.0489227	0.0869923	0.0749383	0.0558105	0.0562276	0.060261	0.0544407	0.13927	0.117509	0.0477518	0.0776386	0.0645387	0.0591328	0.115626	0.0825694	0.0817138	0.0310789	0.0440273	0.0362415	0.00272917	0.0414292	0.0361661	0.0389561	0.00196855	0.0727567	0.0688472	0.092518	0.0923916	0.132217	0.0106295	0.00959624	0.0613381	0.0435815	0.0131605	0.00896905	0.010692	0.0150077	0.0120633	0.0357712	0.01317	0.00796258	0.0379751	0.0177069	0.0136736	0.0138483	0.0148435	0.00502873	0.0114959	0.00941119	0.0122067	0.017685	0.00403152	0.012472	0.00171642	0.0192533	0.0190128	0.634714	0.0210163	0.0168473	0.0110185	0.0490327	0.0126843	0.00398166	0.0156057	0.0390082	0.00913229	0.0103645	0.026818	0.0131139	0.0171325	0.0149469	0.00771558	0.015823	0.00639923	0.0211458	0.0263508	0.0139215	0.0109572	0.0159268	0.0350017	0.0128065	0.0165308	0.0083046	0.0163842	0.012456	0.0159341	0.00314007	0.00857675	0.0123744	0.0123863	0.00903257	0.0268169	0.0353638	0.0151105	0.0203413	0.0161117	0.0070088	0.00540932	0.015733	0.0280525	0.0111113	0.0112556	0.0135365	0.00727918	0.0106535	0.010792	0.00609656	0.00682261	0.0139153	0.0490973	0.00943344	0.0202198	0.0282832	0.0152004	0.020187	0.0748712	0.00814056	0.0197025	0.0313468	0.0104186	0.0306902	0.0269895	0.00940301	0.0035218	0.642425	0.000107553	0.0234618	2.068935	0.393792	0.116644	0.084301	0.405263	8.43254
4390	-553411.5	-553365.7	-45.87695	0.0772164	0.029499	0.0398582	0.0816386	0.0413559	0.0506933	0.0360705	0.0620705	0.0769271	0.0544847	0.0931148	0.0679427	0.0527394	0.057164	0.0519905	0.106237	0.0212654	0.0225886	0.0675828	0.0586222	0.0850589	0.0912097	0.109865	0.00866866	0.0203694	0.0168653	0.0359588	0.0103251	0.00743324	0.00235134	0.00611031	0.019233	0.0559385	0.000753438	0.0609539	0.0436916	0.0498115	0.0584592	0.104816	0.0537624	0.0394962	0.0441384	0.0328905	0.0525457	0.0429376	0.0660241	0.0376457	0.0474892	0.0352528	0.0588119	0.0530128	0.0240027	0.0654895	0.0234719	0.0506186	0.0584139	0.053686	0.0714317	0.0559022	0.0523946	0.0579051	0.0512891	0.0479492	0.0019111	0.0946853	0.0384139	0.0342882	0.0316691	0.0655077	0.0881636	0.103418	0.0286339	0.0489794	0.0879864	0.0749383	0.0596767	0.0496409	0.0636791	0.0561833	0.141186	0.119094	0.0453122	0.0741009	0.0666103	0.0579913	0.114996	0.0774279	0.0809839	0.0310789	0.0476668	0.0362415	0.00355222	0.0415804	0.0361661	0.034644	0.00194182	0.0727567	0.0751643	0.092719	0.0937956	0.132217	0.0100849	0.0114845	0.0613381	0.0440196	0.016192	0.00934598	0.00902533	0.0151709	0.010046	0.0360959	0.0110417	0.00859749	0.041687	0.0186209	0.0132598	0.017057	0.0186615	0.0063741	0.0102252	0.010658	0.0167202	0.0171257	0.00465523	0.0133553	0.00170807	0.0206779	0.0186469	0.634714	0.0238591	0.0143255	0.0101414	0.0485605	0.0145773	0.00312347	0.0153157	0.0405156	0.00995609	0.0122334	0.0270245	0.0132031	0.0171325	0.0098988	0.00819553	0.0105693	0.00943736	0.01897	0.0221745	0.0166967	0.013691	0.0177196	0.0381625	0.0117323	0.0106307	0.00777361	0.0136861	0.0133378	0.0151428	0.00310485	0.0102216	0.0162494	0.0104734	0.0111406	0.0258371	0.0359456	0.0149638	0.0238933	0.0161694	0.0105809	0.00640733	0.019596	0.0253877	0.00847095	0.0112556	0.0134406	0.00660839	0.0106586	0.0100019	0.0072333	0.00653944	0.00992431	0.0461073	0.0104715	0.0212175	0.0251625	0.0147795	0.0198868	0.0748712	0.00666672	0.0205794	0.0313468	0.00704677	0.0290519	0.0247425	0.00742299	0.00275244	0.642425	0.000139497	0.0255	2.068935	0.393792	0.116644	0.084301	0.405263	8.437149
4400	-553404.8	-553359.2	-45.67949	0.0772164	0.0302514	0.0381273	0.0761623	0.040536	0.0510577	0.0363784	0.064568	0.0769271	0.0517929	0.0956993	0.0667287	0.0499877	0.0619628	0.0454679	0.107921	0.0230866	0.0225886	0.0691558	0.0586222	0.0835411	0.0865255	0.108179	0.00905917	0.0210917	0.0139424	0.0373935	0.00979864	0.00722565	0.00145246	0.00873896	0.0193431	0.0514925	0.000804604	0.0624495	0.0436916	0.0459574	0.0584592	0.107778	0.0550721	0.0370606	0.0476749	0.0345784	0.0558509	0.0428348	0.0609291	0.0384622	0.0452971	0.0378367	0.0581212	0.0523437	0.0222257	0.0654895	0.0227968	0.0504677	0.0623789	0.053686	0.0714317	0.0559022	0.0523946	0.0556767	0.0467933	0.0500906	0.00129933	0.0906	0.0392803	0.0354596	0.0316691	0.0655077	0.0881636	0.103418	0.0278434	0.0450766	0.0911821	0.0745915	0.0558256	0.0496409	0.0668213	0.0571215	0.141186	0.123564	0.0574139	0.0741009	0.0666103	0.0571752	0.114996	0.0831703	0.0809839	0.0310789	0.044895	0.0378401	0.0039233	0.0396655	0.0378552	0.034644	0.00139657	0.0727567	0.0695618	0.0885222	0.0936283	0.124192	0.0105335	0.010832	0.063021	0.0401412	0.0147127	0.00830369	0.00976022	0.0169906	0.00882046	0.0320246	0.0124391	0.00782733	0.0425184	0.0179837	0.012941	0.0174311	0.0187253	0.00516423	0.0102252	0.0110788	0.0139564	0.0185431	0.00487728	0.0120891	0.00153882	0.0205439	0.0186469	0.63963	0.0234435	0.017159	0.0109971	0.0450543	0.0140433	0.00337292	0.0187011	0.0354393	0.00844868	0.015798	0.0219785	0.0129196	0.0169249	0.0132538	0.0078771	0.0131339	0.00649929	0.0161339	0.0256784	0.019241	0.0109418	0.0168185	0.0375519	0.0125442	0.0144809	0.00777361	0.0171353	0.012926	0.015585	0.00332018	0.00793074	0.0176013	0.0110766	0.0108076	0.0235384	0.0351837	0.0164443	0.0238933	0.0167853	0.0105589	0.00594988	0.0136662	0.024459	0.00769512	0.0128877	0.0142841	0.00625551	0.0121613	0.008097	0.0072333	0.00724418	0.01227	0.0512309	0.0102942	0.0193828	0.0253781	0.0166213	0.0198868	0.0702463	0.00557623	0.021192	0.0313468	0.00872074	0.0281314	0.0274326	0.00896383	0.00503152	0.642425	0.000364267	0.0234609	2.068935	0.393792	0.116644	0.084301	0.405263	8.417404
4410	-553394.7	-553349.6	-45.14196	0.0689221	0.0337974	0.0392016	0.0761623	0.0423236	0.0476569	0.0372486	0.0649083	0.0769271	0.0517929	0.0969487	0.0666621	0.0486045	0.0564418	0.0536161	0.105417	0.022972	0.0225886	0.0691558	0.0575645	0.0835411	0.0880466	0.103481	0.0110258	0.0210917	0.01474	0.035737	0.00943175	0.00606212	0.00160333	0.00676016	0.0201184	0.0496327	0.000867491	0.0626638	0.0471897	0.049137	0.0584592	0.107031	0.0550721	0.0378069	0.0431868	0.0325534	0.049284	0.0404408	0.0611422	0.0402606	0.0454156	0.0379395	0.0532951	0.0520525	0.0222257	0.0637834	0.0221399	0.0504677	0.0581707	0.0533983	0.0714317	0.0559022	0.0566207	0.0615446	0.0467933	0.0464608	0.00124806	0.0857258	0.0374787	0.0368202	0.0302513	0.0655077	0.0861422	0.103418	0.0318045	0.0457964	0.0938437	0.0745915	0.0558256	0.0500182	0.0645011	0.0573347	0.137628	0.123564	0.0487891	0.0782942	0.0666103	0.0571752	0.114996	0.0831703	0.0794434	0.0310789	0.0452861	0.0349797	0.00252634	0.0383034	0.0394699	0.034644	0.0016997	0.0709275	0.0668049	0.0885222	0.0913182	0.124192	0.0113751	0.00935831	0.063021	0.03999	0.0136433	0.00993723	0.00971768	0.015459	0.00919156	0.0398467	0.0117751	0.0076529	0.03694	0.0176096	0.0154821	0.0150155	0.0158819	0.00538188	0.011013	0.0110287	0.0156237	0.0147308	0.00493427	0.0135194	0.00195451	0.0202201	0.0188701	0.634222	0.0217496	0.017159	0.0114115	0.0412554	0.0157221	0.00269701	0.0163502	0.0354393	0.0106265	0.012708	0.0219785	0.0125522	0.0163741	0.0113429	0.00783773	0.0133913	0.00624751	0.0196856	0.0276103	0.019353	0.0121194	0.0160137	0.034416	0.0138164	0.0144809	0.0111951	0.0150951	0.0125364	0.0175621	0.00278796	0.00793074	0.0141648	0.0109478	0.0105697	0.0251206	0.0344098	0.0183054	0.0223621	0.0165964	0.00817442	0.00594988	0.0153507	0.0226288	0.00838641	0.0136254	0.0143751	0.00683493	0.0121473	0.00923799	0.00628274	0.00906175	0.01227	0.0512309	0.0114348	0.0217052	0.0258195	0.0154355	0.0202608	0.0702463	0.00670595	0.0205133	0.0324616	0.0104465	0.0282139	0.0255203	0.00953805	0.00257445	0.642425	0.000308953	0.026515	2.068935	0.393792	0.116644	0.084301	0.405263	8.363651
